user_id,purchase_date,plan,amount
U105780,2025-03-23,Scale,149
U105780,2025-04-22,Scale,149
U105780,2025-05-22,Scale,149
U105780,2025-06-21,Scale,149
U105780,2025-07-21,Scale,149
U105780,2025-08-20,Scale,149
U105780,2025-09-19,Scale,149
U105780,2025-10-19,Scale,149
U105780,2025-11-18,Scale,149
U105780,2025-12-18,Scale,149
U103284,2025-01-21,Starter,19
U103284,2025-02-20,Starter,19
U103284,2025-03-22,Starter,19
U103284,2025-04-21,Starter,19
U103284,2025-05-21,Starter,19
U103284,2025-06-20,Starter,19
U103284,2025-07-20,Starter,19
U103284,2025-08-19,Starter,19
U103284,2025-09-18,Starter,19
U103284,2025-10-18,Starter,19
U103284,2025-11-17,Starter,19
U103284,2025-12-17,Starter,19
U106745,2025-01-21,Starter,19
U106745,2025-02-20,Starter,19
U106745,2025-03-22,Starter,19
U105436,2025-01-24,Growth,59
U105436,2025-02-23,Growth,59
U105436,2025-03-25,Growth,59
U105436,2025-04-24,Growth,59
U105436,2025-05-24,Growth,59
U105436,2025-06-23,Growth,59
U105436,2025-07-23,Growth,59
U105436,2025-08-22,Growth,59
U105436,2025-09-21,Growth,59
U105436,2025-10-21,Growth,59
U105436,2025-11-20,Growth,59
U105436,2025-12-20,Growth,59
U102147,2025-01-23,Starter,19
U102147,2025-02-22,Starter,19
U102147,2025-03-24,Starter,19
U102147,2025-04-23,Starter,19
U102147,2025-05-23,Starter,19
U102147,2025-06-22,Starter,19
U102147,2025-07-22,Starter,19
U102147,2025-08-21,Starter,19
U102147,2025-09-20,Starter,19
U102147,2025-10-20,Starter,19
U102147,2025-11-19,Starter,19
U102147,2025-12-19,Starter,19
U102514,2025-01-26,Starter,19
U102514,2025-02-25,Starter,19
U102514,2025-03-27,Starter,19
U102514,2025-04-26,Starter,19
U102514,2025-05-26,Starter,19
U102514,2025-06-25,Starter,19
U102514,2025-07-25,Starter,19
U102514,2025-08-24,Starter,19
U102514,2025-09-23,Starter,19
U102514,2025-10-23,Starter,19
U102514,2025-11-22,Starter,19
U102514,2025-12-22,Starter,19
U105470,2025-01-21,Starter,19
U105470,2025-02-20,Starter,19
U106156,2025-01-24,Scale,149
U106156,2025-02-23,Scale,149
U106156,2025-03-25,Scale,149
U106156,2025-04-24,Scale,149
U106156,2025-05-24,Scale,149
U106156,2025-06-23,Scale,149
U106156,2025-07-23,Scale,149
U106156,2025-08-22,Scale,149
U106156,2025-09-21,Scale,149
U106156,2025-10-21,Scale,149
U106156,2025-11-20,Scale,149
U106156,2025-12-20,Scale,149
U100109,2025-01-25,Starter,19
U100109,2025-02-24,Starter,19
U100109,2025-03-26,Starter,19
U100109,2025-04-25,Starter,19
U100109,2025-05-25,Starter,19
U100109,2025-06-24,Starter,19
U100109,2025-07-24,Starter,19
U100109,2025-08-23,Starter,19
U100109,2025-09-22,Starter,19
U100109,2025-10-22,Starter,19
U100109,2025-11-21,Starter,19
U100109,2025-12-21,Starter,19
U100921,2025-01-21,Growth,59
U100921,2025-02-20,Growth,59
U100921,2025-03-22,Growth,59
U100921,2025-04-21,Growth,59
U100869,2025-01-21,Starter,19
U100869,2025-02-20,Starter,19
U100869,2025-03-22,Starter,19
U100869,2025-04-21,Starter,19
U100869,2025-05-21,Starter,19
U100869,2025-06-20,Starter,19
U100869,2025-07-20,Starter,19
U100869,2025-08-19,Starter,19
U100869,2025-09-18,Starter,19
U100869,2025-10-18,Starter,19
U100869,2025-11-17,Starter,19
U100869,2025-12-17,Starter,19
U100940,2025-01-23,Starter,19
U100940,2025-02-22,Starter,19
U100940,2025-03-24,Starter,19
U100940,2025-04-23,Starter,19
U100940,2025-05-23,Starter,19
U100940,2025-06-22,Starter,19
U100940,2025-07-22,Starter,19
U100940,2025-08-21,Starter,19
U104091,2025-01-26,Starter,19
U104091,2025-02-25,Starter,19
U104091,2025-03-27,Starter,19
U104091,2025-04-26,Starter,19
U105912,2025-01-22,Starter,19
U105463,2025-01-26,Starter,19
U105463,2025-02-25,Starter,19
U105463,2025-03-27,Starter,19
U105463,2025-04-26,Starter,19
U105463,2025-05-26,Starter,19
U105463,2025-06-25,Starter,19
U105463,2025-07-25,Starter,19
U105463,2025-08-24,Starter,19
U105463,2025-09-23,Starter,19
U105463,2025-10-23,Starter,19
U105463,2025-11-22,Starter,19
U105463,2025-12-22,Starter,19
U102022,2025-01-24,Starter,19
U102022,2025-02-23,Starter,19
U102022,2025-03-25,Starter,19
U102022,2025-04-24,Starter,19
U102022,2025-05-24,Starter,19
U102022,2025-06-23,Starter,19
U102022,2025-07-23,Starter,19
U102022,2025-08-22,Starter,19
U102022,2025-09-21,Starter,19
U102022,2025-10-21,Starter,19
U102022,2025-11-20,Starter,19
U102022,2025-12-20,Starter,19
U100908,2025-02-01,Scale,149
U100908,2025-03-03,Scale,149
U100908,2025-04-02,Scale,149
U100908,2025-05-02,Scale,149
U100908,2025-06-01,Scale,149
U100908,2025-07-01,Scale,149
U106563,2025-02-01,Starter,19
U106563,2025-03-03,Starter,19
U106563,2025-04-02,Starter,19
U106563,2025-05-02,Starter,19
U106563,2025-06-01,Starter,19
U106563,2025-07-01,Starter,19
U106563,2025-07-31,Starter,19
U106563,2025-08-30,Starter,19
U106563,2025-09-29,Starter,19
U106563,2025-10-29,Starter,19
U106563,2025-11-28,Starter,19
U101685,2025-01-27,Growth,59
U101685,2025-02-26,Growth,59
U101685,2025-03-28,Growth,59
U101685,2025-04-27,Growth,59
U101685,2025-05-27,Growth,59
U101685,2025-06-26,Growth,59
U101685,2025-07-26,Growth,59
U101685,2025-08-25,Growth,59
U101685,2025-09-24,Growth,59
U101685,2025-10-24,Growth,59
U101685,2025-11-23,Growth,59
U101685,2025-12-23,Growth,59
U107385,2025-01-29,Starter,19
U107385,2025-02-28,Starter,19
U107385,2025-03-30,Starter,19
U107385,2025-04-29,Starter,19
U107385,2025-05-29,Starter,19
U107385,2025-06-28,Starter,19
U107385,2025-07-28,Starter,19
U107385,2025-08-27,Starter,19
U107385,2025-09-26,Starter,19
U107385,2025-10-26,Starter,19
U107385,2025-11-25,Starter,19
U107385,2025-12-25,Starter,19
U100938,2025-01-30,Starter,19
U100938,2025-03-01,Starter,19
U100938,2025-03-31,Starter,19
U100938,2025-04-30,Starter,19
U100938,2025-05-30,Starter,19
U100938,2025-06-29,Starter,19
U100938,2025-07-29,Starter,19
U100938,2025-08-28,Starter,19
U100938,2025-09-27,Starter,19
U100938,2025-10-27,Starter,19
U100938,2025-11-26,Starter,19
U100938,2025-12-26,Starter,19
U103154,2025-02-03,Starter,19
U103154,2025-03-05,Starter,19
U103154,2025-04-04,Starter,19
U103154,2025-05-04,Starter,19
U103154,2025-06-03,Starter,19
U103154,2025-07-03,Starter,19
U103154,2025-08-02,Starter,19
U103154,2025-09-01,Starter,19
U103154,2025-10-01,Starter,19
U103154,2025-10-31,Starter,19
U103154,2025-11-30,Starter,19
U103154,2025-12-30,Starter,19
U101415,2025-01-27,Starter,19
U101415,2025-02-26,Starter,19
U101415,2025-03-28,Starter,19
U101415,2025-04-27,Starter,19
U101415,2025-05-27,Starter,19
U101415,2025-06-26,Starter,19
U101415,2025-07-26,Starter,19
U101415,2025-08-25,Starter,19
U101415,2025-09-24,Starter,19
U101415,2025-10-24,Starter,19
U101415,2025-11-23,Starter,19
U101415,2025-12-23,Starter,19
U102399,2025-02-03,Growth,59
U102399,2025-03-05,Growth,59
U102399,2025-04-04,Growth,59
U102399,2025-05-04,Growth,59
U102399,2025-06-03,Growth,59
U101674,2025-01-27,Starter,19
U101674,2025-02-26,Starter,19
U101674,2025-03-28,Starter,19
U101674,2025-04-27,Starter,19
U101674,2025-05-27,Starter,19
U101674,2025-06-26,Starter,19
U101674,2025-07-26,Starter,19
U101674,2025-08-25,Starter,19
U101674,2025-09-24,Starter,19
U101674,2025-10-24,Starter,19
U101674,2025-11-23,Starter,19
U101674,2025-12-23,Starter,19
U104653,2025-01-30,Starter,19
U104653,2025-03-01,Starter,19
U104653,2025-03-31,Starter,19
U104653,2025-04-30,Starter,19
U104653,2025-05-30,Starter,19
U103788,2025-02-02,Scale,149
U103788,2025-03-04,Scale,149
U103788,2025-04-03,Scale,149
U103788,2025-05-03,Scale,149
U103788,2025-06-02,Scale,149
U103788,2025-07-02,Scale,149
U103788,2025-08-01,Scale,149
U103788,2025-08-31,Scale,149
U103788,2025-09-30,Scale,149
U103788,2025-10-30,Scale,149
U103788,2025-11-29,Scale,149
U103788,2025-12-29,Scale,149
U101040,2025-01-31,Growth,59
U101040,2025-03-02,Growth,59
U101040,2025-04-01,Growth,59
U101040,2025-05-01,Growth,59
U101040,2025-05-31,Growth,59
U101040,2025-06-30,Growth,59
U101040,2025-07-30,Growth,59
U101040,2025-08-29,Growth,59
U101040,2025-09-28,Growth,59
U101040,2025-10-28,Growth,59
U101040,2025-11-27,Growth,59
U101040,2025-12-27,Growth,59
U103495,2025-01-31,Growth,59
U103495,2025-03-02,Growth,59
U103236,2025-02-02,Growth,59
U103236,2025-03-04,Growth,59
U103236,2025-04-03,Growth,59
U103236,2025-05-03,Growth,59
U103236,2025-06-02,Growth,59
U104678,2025-02-03,Starter,19
U104678,2025-03-05,Starter,19
U104678,2025-04-04,Starter,19
U104678,2025-05-04,Starter,19
U104678,2025-06-03,Starter,19
U104678,2025-07-03,Starter,19
U105664,2025-02-02,Starter,19
U105664,2025-03-04,Starter,19
U105664,2025-04-03,Starter,19
U105664,2025-05-03,Starter,19
U106394,2025-01-29,Starter,19
U106394,2025-02-28,Starter,19
U106394,2025-03-30,Starter,19
U106394,2025-04-29,Starter,19
U106394,2025-05-29,Starter,19
U106394,2025-06-28,Starter,19
U106394,2025-07-28,Starter,19
U106394,2025-08-27,Starter,19
U106394,2025-09-26,Starter,19
U106394,2025-10-26,Starter,19
U106394,2025-11-25,Starter,19
U106394,2025-12-25,Starter,19
U106663,2025-01-31,Starter,19
U106663,2025-03-02,Starter,19
U106663,2025-04-01,Starter,19
U106663,2025-05-01,Starter,19
U106663,2025-05-31,Starter,19
U106663,2025-06-30,Starter,19
U106663,2025-07-30,Starter,19
U106663,2025-08-29,Starter,19
U106663,2025-09-28,Starter,19
U106663,2025-10-28,Starter,19
U106663,2025-11-27,Starter,19
U106663,2025-12-27,Starter,19
U101189,2025-01-29,Scale,149
U101189,2025-02-28,Scale,149
U101189,2025-03-30,Scale,149
U101189,2025-04-29,Scale,149
U101189,2025-05-29,Scale,149
U101189,2025-06-28,Scale,149
U101189,2025-07-28,Scale,149
U101189,2025-08-27,Scale,149
U108348,2025-02-03,Growth,59
U108348,2025-03-05,Growth,59
U108348,2025-04-04,Growth,59
U108348,2025-05-04,Growth,59
U108348,2025-06-03,Growth,59
U108348,2025-07-03,Growth,59
U108348,2025-08-02,Growth,59
U108348,2025-09-01,Growth,59
U108348,2025-10-01,Growth,59
U108348,2025-10-31,Growth,59
U108348,2025-11-30,Growth,59
U108348,2025-12-30,Growth,59
U106855,2025-02-02,Growth,59
U106855,2025-03-04,Growth,59
U106855,2025-04-03,Growth,59
U106855,2025-05-03,Growth,59
U106855,2025-06-02,Growth,59
U106855,2025-07-02,Growth,59
U105363,2025-02-06,Growth,59
U105363,2025-03-08,Growth,59
U105363,2025-04-07,Growth,59
U105363,2025-05-07,Growth,59
U105363,2025-06-06,Growth,59
U105363,2025-07-06,Growth,59
U105363,2025-08-05,Growth,59
U105363,2025-09-04,Growth,59
U105363,2025-10-04,Growth,59
U105363,2025-11-03,Growth,59
U105363,2025-12-03,Growth,59
U107912,2025-02-07,Starter,19
U107912,2025-03-09,Starter,19
U107624,2025-02-05,Scale,149
U107624,2025-03-07,Scale,149
U107624,2025-04-06,Scale,149
U107624,2025-05-06,Scale,149
U107624,2025-06-05,Scale,149
U107624,2025-07-05,Scale,149
U107624,2025-08-04,Scale,149
U104079,2025-02-02,Growth,59
U104079,2025-03-04,Growth,59
U104079,2025-04-03,Growth,59
U104079,2025-05-03,Growth,59
U104079,2025-06-02,Growth,59
U104079,2025-07-02,Growth,59
U104079,2025-08-01,Growth,59
U104079,2025-08-31,Growth,59
U104079,2025-09-30,Growth,59
U104079,2025-10-30,Growth,59
U104079,2025-11-29,Growth,59
U104079,2025-12-29,Growth,59
U104388,2025-02-09,Starter,19
U104388,2025-03-11,Starter,19
U101904,2025-02-08,Growth,59
U101904,2025-03-10,Growth,59
U102209,2025-02-08,Starter,19
U102209,2025-03-10,Starter,19
U102209,2025-04-09,Starter,19
U102209,2025-05-09,Starter,19
U102209,2025-06-08,Starter,19
U102209,2025-07-08,Starter,19
U102209,2025-08-07,Starter,19
U102209,2025-09-06,Starter,19
U102209,2025-10-06,Starter,19
U102209,2025-11-05,Starter,19
U102209,2025-12-05,Starter,19
U107965,2025-02-09,Starter,19
U107965,2025-03-11,Starter,19
U107965,2025-04-10,Starter,19
U107965,2025-05-10,Starter,19
U107965,2025-06-09,Starter,19
U107965,2025-07-09,Starter,19
U107965,2025-08-08,Starter,19
U107965,2025-09-07,Starter,19
U107965,2025-10-07,Starter,19
U107965,2025-11-06,Starter,19
U107965,2025-12-06,Starter,19
U102957,2025-02-06,Starter,19
