user_id,activity_date,sessions,session_duration_minutes,workflows_created,automations_run,retention_event
U103877,2025-03-07,1,27.79,0,0,False
U103877,2025-03-14,2,46.59,0,0,False
U103877,2025-03-22,2,48.73,0,0,False
U103877,2025-04-03,1,21.64,0,0,False
U103877,2025-04-05,2,68.48,0,0,False
U103877,2025-04-08,1,5.74,0,0,False
U103877,2025-04-10,2,6.53,1,1,True
U103877,2025-04-14,2,57.53,0,0,False
U103877,2025-04-16,1,36.45,0,0,False
U103877,2025-04-23,1,18.34,0,1,True
U103877,2025-04-27,1,14.14,0,0,False
U103877,2025-05-05,1,19.12,0,0,False
U103877,2025-05-25,4,79.31,1,0,False
U103877,2025-05-29,3,52.16,0,0,False
U103877,2025-06-04,1,22.07,0,0,False
U103877,2025-06-05,1,34.02,0,0,False
U103877,2025-06-24,2,69.06,1,7,True
U103877,2025-06-25,1,27.31,0,0,False
U103877,2025-06-26,1,3.79,0,0,False
U103877,2025-07-03,2,22.21,0,0,False
U103877,2025-07-05,1,11.76,0,0,False
U103877,2025-09-08,1,24.75,2,12,True
U103877,2025-10-07,5,83.19,0,0,False
U103877,2025-11-06,1,19.19,0,0,False
U103877,2025-12-07,1,22.21,0,0,False
U100741,2025-01-12,1,17.58,0,1,True
U100741,2025-01-24,1,12.63,0,0,False
U100741,2025-01-30,2,19.4,0,0,False
U100741,2025-02-05,1,9.98,0,0,False
U100741,2025-02-10,3,29.99,0,0,False
U100741,2025-02-24,2,15.36,0,0,False
U100741,2025-02-26,1,19.01,0,0,False
U100741,2025-03-12,1,24.79,0,0,False
U100741,2025-03-20,1,21.12,0,0,False
U100741,2025-03-26,2,13.1,0,0,False
U100741,2025-03-27,2,39.79,0,0,False
U100741,2025-04-02,1,11.56,0,0,False
U100741,2025-04-16,4,6.0,0,0,False
U100741,2025-06-09,1,11.67,1,1,True
U100741,2025-06-12,3,75.56,0,0,False
U100741,2025-07-12,2,3.0,0,0,False
U100741,2025-08-12,1,11.28,0,0,False
U100741,2025-11-20,3,40.77,0,0,False
U100741,2025-12-02,2,29.16,1,3,True
U100741,2025-12-20,2,26.73,0,0,False
U100741,2025-12-28,3,21.18,0,0,False
U100744,2025-01-05,1,16.38,0,0,False
U100744,2025-01-19,2,7.7,0,0,False
U100744,2025-01-29,3,16.99,0,0,False
U100744,2025-03-24,3,20.4,0,0,False
U100744,2025-03-28,2,29.76,0,0,False
U100744,2025-06-01,2,3.67,0,0,False
U100744,2025-06-09,1,14.54,0,0,False
U100744,2025-06-10,3,13.66,0,0,False
U100744,2025-11-06,2,7.62,0,0,False
U100775,2025-01-02,4,62.25,0,0,True
U100775,2025-01-09,3,34.34,0,0,False
U100775,2025-02-01,1,5.61,0,0,False
U100775,2025-02-12,1,1.5,0,0,False
U100775,2025-02-21,4,54.04,0,0,False
U100775,2025-03-23,1,7.13,0,0,False
U100775,2025-04-07,1,5.29,0,0,False
U100775,2025-05-09,2,3.0,0,0,False
U100775,2025-07-05,1,16.18,0,0,False
U100775,2025-09-22,2,27.47,0,0,False
U100775,2025-10-22,3,10.83,0,0,False
U100775,2025-11-12,1,12.63,0,0,False
U100775,2025-11-27,2,15.69,1,2,True
U103606,2025-02-04,1,1.81,0,0,False
U103606,2025-04-01,3,14.81,0,0,True
U103606,2025-04-18,1,1.5,0,0,False
U103606,2025-07-22,1,1.5,0,0,False
U103606,2025-08-01,1,13.71,0,0,False
U103606,2025-08-26,1,3.07,0,0,False
U103606,2025-09-01,1,9.54,0,0,False
U103606,2025-09-10,1,1.5,0,0,False
U103606,2025-10-18,1,1.5,0,0,False
U103606,2025-11-17,1,10.86,0,0,False
U100811,2025-01-08,2,3.0,0,0,True
U100811,2025-04-03,4,46.28,0,0,False
U100811,2025-04-15,3,25.42,0,0,False
U100811,2025-05-06,1,10.52,0,0,False
U103503,2025-01-09,1,3.97,0,0,False
U103503,2025-02-04,1,5.18,0,0,False
U103503,2025-02-05,2,29.31,0,0,False
U103503,2025-02-14,1,17.75,0,0,False
U103503,2025-03-12,1,1.84,0,0,False
U103503,2025-03-30,1,6.86,1,3,True
U103503,2025-06-24,2,17.53,0,0,False
U103503,2025-07-18,3,4.5,0,0,False
U103503,2025-12-21,1,16.65,0,0,False
U103492,2025-01-02,1,20.05,0,0,True
U103492,2025-01-13,3,8.52,0,0,False
U103492,2025-01-27,1,20.05,0,0,False
U103492,2025-02-05,1,18.3,0,0,False
U103492,2025-02-13,2,12.08,0,0,False
U103492,2025-03-03,4,69.02,0,0,False
U103492,2025-03-29,1,17.55,0,0,False
U103492,2025-03-31,5,7.84,0,0,False
U103492,2025-05-23,3,60.23,0,0,False
U103492,2025-07-10,1,16.34,0,0,False
U103492,2025-09-01,2,34.6,0,0,False
U103492,2025-09-03,3,45.0,0,0,False
U103492,2025-09-09,2,12.46,0,0,False
U103492,2025-09-26,2,33.91,0,0,False
U103492,2025-10-26,2,33.8,0,0,False
U103492,2025-10-28,2,3.0,0,0,False
U103492,2025-12-08,3,45.32,0,0,False
U104419,2025-01-11,2,42.34,0,0,False
U104419,2025-02-02,4,118.17,0,0,False
U104419,2025-02-25,3,22.22,0,0,False
U104419,2025-03-02,3,4.5,0,0,True
U104419,2025-04-21,1,11.2,0,0,False
U104419,2025-05-02,2,34.07,0,0,False
U104419,2025-05-05,1,24.29,1,3,True
U104419,2025-05-07,3,68.58,0,0,False
U104419,2025-05-27,1,18.13,0,0,False
U104419,2025-06-11,1,20.4,0,0,False
U104419,2025-06-28,2,30.96,0,0,False
U104419,2025-07-15,1,5.76,0,0,False
U104419,2025-08-25,4,21.27,0,0,False
U104419,2025-10-13,1,13.55,0,0,False
U105540,2025-01-07,1,10.04,0,0,False
U105540,2025-01-08,1,1.5,0,0,True
U105540,2025-01-23,1,25.76,0,0,False
U105540,2025-03-06,4,66.74,1,2,True
U105540,2025-04-11,1,12.31,0,0,False
U106403,2025-01-23,3,4.5,0,0,False
U106403,2025-03-01,1,13.0,0,0,False
U106403,2025-03-08,1,4.88,0,0,False
U106403,2025-03-10,2,13.48,0,0,False
U106403,2025-04-01,2,10.33,0,0,True
U106403,2025-04-06,1,11.82,0,0,False
U106403,2025-05-06,1,13.61,0,0,False
U106403,2025-06-22,2,3.0,0,0,False
U106403,2025-08-17,1,11.66,0,0,False
U106403,2025-08-27,1,9.62,0,0,False
U106403,2025-09-11,3,49.05,0,0,False
U106403,2025-10-27,1,4.16,0,0,False
U106403,2025-11-04,2,49.35,0,0,False
U106403,2025-12-30,1,5.49,0,0,False
U107466,2025-01-20,1,7.64,0,0,False
U107466,2025-01-22,1,9.61,0,0,False
U107466,2025-02-03,5,100.7,0,0,False
U107466,2025-02-14,4,70.52,0,0,False
U107466,2025-02-17,2,32.75,0,0,False
U107466,2025-03-15,1,5.05,0,0,False
U107466,2025-03-26,2,6.19,0,0,False
U107466,2025-03-27,2,40.26,0,0,False
U107466,2025-03-29,2,3.0,0,0,False
U107466,2025-04-03,3,4.5,0,0,False
U107466,2025-07-18,1,6.99,1,4,True
U107466,2025-08-03,3,25.78,0,0,False
U107466,2025-09-29,1,18.48,0,1,True
U107466,2025-11-11,3,42.6,0,0,False
U107466,2025-11-26,1,1.5,0,0,False
U107466,2025-12-23,2,24.29,0,0,False
U106120,2025-01-01,3,53.44,0,1,True
U106120,2025-01-05,1,14.43,0,0,False
U106120,2025-01-15,1,9.9,0,0,True
U106120,2025-01-16,3,35.13,0,0,False
U106120,2025-01-22,1,7.3,0,0,False
U106120,2025-01-29,1,14.42,0,0,False
U106120,2025-02-17,3,4.6,0,0,False
U106120,2025-02-23,2,15.4,0,0,False
U106120,2025-02-28,2,9.08,0,0,False
U106120,2025-03-19,4,48.74,1,1,True
U106120,2025-03-26,1,9.84,0,0,False
U106120,2025-04-17,1,20.48,0,0,False
U106120,2025-04-23,2,3.0,0,0,False
U106120,2025-09-08,2,17.96,0,0,False
U106120,2025-09-25,1,2.2,0,0,False
U106120,2025-11-06,2,16.2,0,0,False
U106120,2025-12-05,2,12.55,0,0,False
U106120,2025-12-24,1,6.6,0,0,False
U101158,2025-02-04,2,32.59,0,0,False
U101158,2025-02-06,2,47.17,0,0,False
U101158,2025-02-11,3,4.5,0,0,False
U101158,2025-03-14,1,11.27,0,0,False
U101158,2025-04-26,1,5.74,0,0,False
U101158,2025-05-09,3,39.09,0,0,False
U101158,2025-05-12,1,9.76,0,0,False
U101158,2025-06-10,2,16.31,0,0,False
U101158,2025-06-13,1,12.48,0,0,False
U101158,2025-06-27,1,9.2,0,0,False
U101158,2025-07-20,1,7.08,0,0,False
U101158,2025-11-12,6,16.72,0,0,False
U101158,2025-11-14,4,85.35,0,0,False
U103207,2025-02-06,2,3.0,0,0,False
U103207,2025-02-09,1,6.29,0,0,False
U103207,2025-02-11,1,12.45,0,0,False
U103207,2025-02-18,3,64.7,0,0,False
U103207,2025-02-27,2,14.66,0,0,False
U103207,2025-03-11,4,30.67,0,0,False
U103207,2025-03-12,1,16.68,0,0,False
U103207,2025-03-14,2,18.93,0,0,False
U103207,2025-04-08,1,15.5,1,1,True
U103207,2025-04-22,1,10.46,0,0,False
U103207,2025-05-13,3,10.65,0,0,False
U103207,2025-07-01,2,28.94,0,1,True
U103207,2025-08-09,1,9.56,0,0,False
U103207,2025-08-23,1,15.5,0,0,False
U103207,2025-11-01,3,33.91,1,1,True
U103207,2025-11-28,1,9.52,0,0,False
U103207,2025-12-13,2,11.13,0,0,False
U103179,2025-02-02,1,7.1,0,0,False
U103179,2025-02-14,4,27.66,1,1,True
U103179,2025-02-20,2,13.7,0,0,False
U103179,2025-03-05,3,76.8,0,0,False
U103179,2025-03-13,2,35.44,0,0,False
U103179,2025-03-24,1,11.36,0,0,False
U103179,2025-06-16,1,16.47,0,0,False
U103179,2025-06-30,1,20.84,0,0,False
U103179,2025-07-05,1,1.5,0,0,False
U103179,2025-09-14,2,25.51,0,0,False
U103179,2025-10-02,1,4.99,0,0,False
U103179,2025-11-27,1,10.42,0,0,False
U103151,2025-01-16,3,55.02,0,0,False
U103151,2025-01-19,2,3.0,0,0,False
U103151,2025-01-28,1,19.12,1,4,True
U103151,2025-01-29,3,32.43,0,0,False
U103151,2025-02-03,6,16.16,1,0,False
U103151,2025-02-19,2,4.85,0,0,False
U103151,2025-02-23,1,13.71,0,0,False
U103151,2025-03-11,1,12.42,0,0,False
U103151,2025-03-17,3,20.47,0,0,False
U103151,2025-03-31,1,13.98,0,0,False
U103151,2025-04-02,2,40.93,0,0,False
U103151,2025-04-06,2,11.27,0,1,True
U103151,2025-04-11,2,29.64,0,0,False
U103151,2025-05-01,1,14.16,0,0,False
U103151,2025-06-04,2,34.57,0,0,False
U103151,2025-06-09,2,23.76,0,0,False
U103151,2025-06-29,2,3.0,0,0,False
U103151,2025-07-01,3,26.91,0,0,False
U103151,2025-07-11,3,32.73,0,0,False
U103151,2025-07-23,1,6.42,1,1,True
U103151,2025-08-01,1,1.5,0,0,False
U103151,2025-08-29,4,72.79,0,0,False
U103151,2025-10-28,2,16.87,0,0,False
U103151,2025-11-04,2,27.43,1,1,True
U107766,2025-01-29,1,2.3,0,0,False
U107766,2025-03-04,2,3.38,0,0,False
U107766,2025-04-16,3,4.5,0,0,False
U107766,2025-04-19,4,9.54,0,0,False
U107766,2025-05-21,1,4.35,0,0,False
U107766,2025-05-26,5,45.13,0,0,False
U107766,2025-06-23,1,4.59,0,0,False
U107766,2025-10-28,1,3.57,0,0,False
U106159,2025-01-19,4,29.95,0,0,False
U106159,2025-01-25,1,6.71,0,0,False
U106159,2025-01-30,1,1.5,0,0,False
U106159,2025-02-04,1,8.25,0,0,False
U106159,2025-04-03,1,15.35,0,0,False
U106159,2025-06-12,1,13.6,0,0,False
U106159,2025-10-16,1,1.5,0,0,False
U106159,2025-11-07,1,5.83,0,0,False
U106159,2025-11-14,4,14.13,0,0,False
U100998,2025-01-24,1,1.5,0,0,False
U100998,2025-02-12,1,8.12,0,0,False
U100998,2025-03-26,1,4.78,0,0,False
U100998,2025-04-07,1,4.77,0,0,False
U100998,2025-09-08,3,4.5,0,0,False
U102880,2025-01-27,1,9.97,0,0,False
U102880,2025-02-06,1,14.16,0,0,False
U102880,2025-02-10,4,6.0,0,0,False
U102880,2025-03-03,1,19.49,0,0,False
U102880,2025-03-09,3,6.89,0,0,False
U102880,2025-03-27,1,12.15,0,0,False
U102880,2025-04-11,1,15.85,0,0,False
U102880,2025-04-12,2,4.99,0,0,False
U102880,2025-05-04,4,65.7,0,1,True
U102880,2025-05-21,1,14.76,1,1,True
U102880,2025-06-16,2,24.99,0,0,False
U102880,2025-07-01,2,6.7,0,0,False
U102880,2025-07-09,4,97.17,0,0,False
U102880,2025-07-14,1,15.65,1,0,False
U102880,2025-07-27,1,10.05,0,0,False
U102880,2025-07-30,1,13.34,0,0,False
U102880,2025-09-09,2,21.13,0,0,False
U102880,2025-09-13,1,14.43,0,0,False
U102880,2025-10-08,3,26.7,0,0,False
U102880,2025-10-16,1,10.14,0,0,False
U102880,2025-11-01,1,14.54,0,0,False
U102880,2025-12-22,2,22.2,0,0,False
U107636,2025-01-29,5,37.58,0,0,False
U107636,2025-02-11,1,15.93,2,6,True
U107636,2025-02-19,1,12.37,0,0,False
U107636,2025-03-04,3,49.42,0,0,False
U107636,2025-03-26,1,18.16,0,0,False
U107636,2025-04-02,1,14.1,0,0,False
U107636,2025-04-28,1,11.69,1,0,False
U107636,2025-05-18,1,10.83,0,0,False
U107636,2025-06-05,1,7.5,0,0,False
U107636,2025-06-13,2,31.72,0,0,False
U107636,2025-08-12,1,4.41,0,0,False
U107636,2025-08-16,1,14.51,0,0,False
U107636,2025-08-19,2,20.32,0,1,True
U107636,2025-08-27,1,5.94,1,3,True
U107636,2025-11-03,1,6.07,0,0,False
U103453,2025-01-13,1,9.47,0,0,False
U103453,2025-01-15,2,19.26,0,0,True
U103453,2025-01-21,3,4.5,0,0,False
U103453,2025-01-28,2,19.08,1,4,True
U103453,2025-02-17,1,4.84,0,0,False
U103453,2025-03-03,5,34.18,0,0,False
U103453,2025-03-10,1,9.35,0,0,False
U103453,2025-04-25,2,18.68,0,0,False
U103453,2025-04-28,2,28.3,0,0,False
U103453,2025-05-27,2,26.86,0,0,False
U103453,2025-05-29,1,5.69,0,0,False
U103453,2025-06-08,3,16.79,0,0,False
U103453,2025-06-12,2,3.0,0,0,False
U103453,2025-06-16,1,11.7,0,0,False
U103453,2025-09-21,3,13.52,0,0,False
U103453,2025-09-26,1,1.5,0,0,False
U103453,2025-10-07,3,52.24,0,0,False
U103453,2025-11-05,3,38.42,0,0,False
U103453,2025-11-13,1,7.26,0,0,False
U103453,2025-12-05,2,20.95,0,0,False
U104553,2025-01-04,3,118.84,0,0,False
U104553,2025-01-10,1,37.34,0,0,False
U104553,2025-01-13,3,82.77,1,1,True
U104553,2025-01-16,4,42.07,1,0,False
U104553,2025-01-17,2,59.8,1,1,True
U104553,2025-01-19,5,142.8,0,0,False
U104553,2025-01-20,2,56.65,0,0,False
U104553,2025-01-22,1,34.05,0,0,False
U104553,2025-01-25,3,57.74,0,0,False
U104553,2025-02-01,1,24.48,1,1,True
U104553,2025-02-09,1,26.86,1,4,True
U104553,2025-02-21,2,69.86,3,11,True
U104553,2025-02-25,3,80.74,0,0,False
U104553,2025-02-28,2,41.94,0,0,False
U104553,2025-03-02,1,28.74,1,1,True
U104553,2025-03-13,4,99.41,0,0,False
U104553,2025-03-14,1,38.08,0,0,False
U104553,2025-03-19,2,47.27,0,0,False
U104553,2025-03-21,1,10.48,0,0,False
U104553,2025-03-24,1,24.05,0,0,False
U104553,2025-03-26,1,32.75,0,0,False
U104553,2025-04-03,3,67.37,0,0,False
U104553,2025-04-10,1,22.63,0,0,False
U104553,2025-04-19,1,12.4,0,0,False
U104553,2025-04-20,2,53.47,0,0,False
U104553,2025-04-30,3,77.21,1,3,True
U104553,2025-05-02,1,30.7,0,0,False
U104553,2025-05-09,4,58.86,0,0,False
U104553,2025-05-16,1,33.49,0,0,False
U104553,2025-05-19,3,81.11,0,0,False
U104553,2025-06-04,5,123.21,1,3,True
U104553,2025-06-08,2,65.66,1,1,True
U104553,2025-06-18,3,95.91,0,0,False
U104553,2025-07-18,2,43.28,0,0,False
U104553,2025-07-22,2,44.54,0,0,False
U104553,2025-07-29,3,65.14,0,0,False
U104553,2025-09-16,5,165.5,0,0,False
U104553,2025-09-24,1,27.45,1,3,True
U104553,2025-11-13,6,147.35,2,4,True
U104553,2025-11-29,5,144.45,1,6,True
U104553,2025-12-03,1,26.88,0,0,False
U104553,2025-12-04,3,100.62,0,0,False
U104553,2025-12-05,3,46.8,0,0,False
U104553,2025-12-17,2,65.98,1,2,True
U104553,2025-12-21,3,88.31,0,0,False
U104553,2025-12-23,3,54.72,0,0,False
U102585,2025-01-17,2,3.0,0,0,False
U102585,2025-04-11,1,9.48,0,0,False
U102585,2025-05-04,2,31.81,1,0,False
U102585,2025-05-05,1,12.6,0,0,False
U102585,2025-06-26,3,55.81,0,0,False
U102585,2025-07-28,2,17.55,0,0,False
U102585,2025-09-12,3,18.63,0,0,False
U102585,2025-10-10,1,20.67,0,0,False
U102585,2025-10-17,1,5.38,0,0,False
U102585,2025-12-18,2,16.32,0,0,False
U102585,2025-12-31,5,37.65,0,0,False
U107009,2025-01-19,1,1.5,0,0,False
U107009,2025-01-25,1,8.41,0,0,False
U107009,2025-02-05,3,4.5,0,0,False
U107009,2025-02-20,2,29.08,0,0,False
U107009,2025-03-11,1,5.12,0,0,False
U107009,2025-03-21,1,1.5,0,0,False
U107009,2025-03-27,3,4.5,0,0,False
U107009,2025-04-01,2,10.16,0,0,True
U107009,2025-05-20,2,10.9,0,0,False
U107009,2025-08-27,1,4.4,0,0,False
U107009,2025-10-01,1,5.79,0,0,False
U105156,2025-02-15,3,36.07,0,0,False
U105156,2025-02-17,1,5.69,0,0,False
U105156,2025-02-21,3,62.43,0,0,False
U105156,2025-02-27,2,47.97,0,0,False
U105156,2025-03-03,4,74.42,0,0,False
U105156,2025-03-10,3,48.4,0,0,False
U105156,2025-03-24,2,3.0,0,0,False
U105156,2025-04-08,3,14.99,1,4,True
U105156,2025-04-10,2,3.0,0,0,False
U105156,2025-04-25,3,7.18,1,1,True
U105156,2025-04-30,1,6.21,0,0,False
U105156,2025-05-06,2,21.43,0,0,False
U105156,2025-06-06,3,8.18,0,0,False
U105156,2025-06-20,3,62.75,1,0,False
U105156,2025-10-06,3,63.68,0,0,False
U105156,2025-10-22,2,43.13,0,0,False
U101314,2025-01-15,1,10.12,1,2,True
U101314,2025-01-23,2,33.84,0,0,False
U101314,2025-06-16,3,4.5,1,6,True
U101314,2025-06-17,1,15.57,0,0,False
U101314,2025-07-07,2,23.91,0,0,False
U101314,2025-08-23,2,23.31,0,0,False
U101314,2025-10-01,2,3.87,0,0,False
U101314,2025-10-25,2,28.15,0,0,False
U101314,2025-12-01,2,12.89,0,0,False
U101314,2025-12-09,1,13.58,0,0,False
U105178,2025-01-28,1,1.5,0,0,False
U105178,2025-03-10,2,3.0,0,0,False
U105178,2025-03-13,4,52.69,0,0,False
U105178,2025-06-17,1,1.5,0,0,False
U105178,2025-07-09,3,4.5,0,0,False
U105178,2025-08-04,2,7.16,0,0,False
U105178,2025-12-20,1,1.5,0,0,False
U105183,2025-01-23,1,12.71,0,0,False
U105183,2025-02-01,1,8.81,0,0,False
U105183,2025-03-25,1,9.06,0,0,False
U105183,2025-05-13,1,9.08,0,0,False
U105183,2025-07-29,2,21.76,0,0,False
U105183,2025-08-02,2,12.62,0,0,False
U105183,2025-09-13,3,8.04,0,0,False
U105183,2025-09-16,2,17.6,0,0,False
U105228,2025-01-02,2,26.43,1,4,True
U105228,2025-01-20,1,14.05,0,0,False
U105228,2025-01-21,1,4.77,0,0,False
U105228,2025-01-31,2,36.36,2,4,True
U105228,2025-02-04,3,42.46,0,0,False
U105228,2025-02-05,2,52.62,0,0,False
U105228,2025-02-07,2,23.5,1,3,True
U105228,2025-02-10,1,7.2,0,0,False
U105228,2025-02-16,2,36.89,0,0,False
U105228,2025-02-19,6,90.65,0,0,False
U105228,2025-03-01,2,19.96,0,0,False
U105228,2025-04-01,2,25.89,1,0,True
U105228,2025-04-06,5,127.74,0,0,False
U105228,2025-04-13,5,66.39,0,0,False
U105228,2025-04-17,3,63.03,1,0,False
U105228,2025-05-22,1,22.25,0,0,False
U105228,2025-05-30,1,18.25,0,0,False
U105228,2025-06-19,1,14.05,0,0,False
U105228,2025-06-27,1,28.57,0,0,False
U105228,2025-07-09,3,48.51,1,3,True
U105228,2025-08-04,2,37.19,0,0,False
U105228,2025-09-03,2,30.25,0,0,False
U105228,2025-09-14,1,14.97,0,0,False
U105228,2025-09-24,5,61.33,0,0,False
U105228,2025-10-17,4,39.8,0,0,False
U105228,2025-10-30,3,51.29,0,0,False
U105228,2025-11-14,3,58.77,1,4,True
U105228,2025-12-23,3,84.61,0,0,False
U106623,2025-01-02,1,3.29,0,0,True
U106623,2025-02-04,1,17.99,0,0,False
U106623,2025-02-20,1,7.35,0,0,False
U106623,2025-03-09,2,16.84,0,0,False
U106623,2025-04-09,2,26.74,0,0,False
U106623,2025-04-11,2,13.17,0,0,False
U106623,2025-04-16,3,50.49,0,0,False
U106623,2025-04-24,1,28.68,0,0,False
U106623,2025-04-28,3,49.47,0,0,False
U106623,2025-05-08,4,67.07,0,0,False
U106623,2025-12-03,2,43.86,1,2,True
U106623,2025-12-13,3,54.17,0,0,False
U107031,2025-01-10,1,21.71,0,0,False
U107031,2025-01-11,1,22.04,0,0,False
U107031,2025-01-13,2,33.48,0,0,False
U107031,2025-01-18,4,70.09,0,0,False
U107031,2025-01-28,3,79.35,0,0,False
U107031,2025-01-29,1,25.01,0,0,False
U107031,2025-01-30,2,39.14,0,0,False
U107031,2025-03-06,1,20.35,0,0,False
U107031,2025-04-08,1,28.8,0,0,False
U107031,2025-04-10,1,20.16,0,0,False
U107031,2025-04-21,2,52.28,0,0,False
U107031,2025-04-30,3,109.12,0,1,True
U107031,2025-05-29,1,11.89,0,0,False
U107031,2025-06-03,5,64.57,0,0,False
U107031,2025-06-05,2,56.27,0,0,False
U107031,2025-06-08,3,79.46,0,0,False
U107031,2025-06-10,3,39.99,2,1,True
U107031,2025-06-23,3,53.72,1,1,True
U107031,2025-06-27,3,36.92,0,0,False
U107031,2025-07-25,1,10.71,0,0,False
U107031,2025-07-28,1,14.82,0,0,False
U107031,2025-08-19,2,37.49,1,1,True
U107031,2025-09-19,1,16.15,0,1,True
U107031,2025-10-10,2,62.58,0,0,False
U107031,2025-10-22,1,22.25,0,0,False
U107031,2025-12-20,3,56.04,0,0,False
U106587,2025-01-01,2,71.85,0,0,False
U106587,2025-01-02,1,33.9,2,4,True
U106587,2025-01-06,2,82.75,0,0,False
U106587,2025-01-07,2,75.87,0,0,False
U106587,2025-01-08,2,81.07,0,0,True
U106587,2025-01-09,5,121.85,1,1,True
U106587,2025-01-10,2,54.86,0,0,False
U106587,2025-01-11,2,68.73,0,0,False
U106587,2025-01-12,2,75.53,0,0,False
U106587,2025-01-13,4,161.14,1,2,True
U106587,2025-01-14,1,44.22,0,0,False
U106587,2025-01-19,2,51.36,0,0,False
U106587,2025-01-22,2,75.42,0,0,False
U106587,2025-01-23,4,130.18,1,0,False
U106587,2025-01-28,5,114.47,0,0,False
U106587,2025-02-04,1,39.43,1,2,True
U106587,2025-02-07,1,29.11,1,3,True
U106587,2025-02-12,4,140.14,0,0,False
U106587,2025-02-13,3,113.53,1,1,True
U106587,2025-02-18,2,83.17,0,0,False
U106587,2025-02-21,3,81.51,1,1,True
U106587,2025-03-01,1,40.95,0,0,False
U106587,2025-03-08,1,31.29,0,0,False
U106587,2025-03-12,1,42.33,0,0,False
U106587,2025-03-18,2,85.6,3,5,True
U106587,2025-03-19,2,55.35,1,4,True
U106587,2025-03-27,2,54.37,1,1,True
U106587,2025-03-28,6,165.9,0,0,False
U106587,2025-03-29,1,41.2,0,0,False
U106587,2025-04-04,1,20.72,0,0,False
U106587,2025-04-07,3,89.07,1,1,True
U106587,2025-04-11,3,120.8,0,0,False
U106587,2025-04-12,1,34.36,0,0,False
U106587,2025-04-16,3,101.43,0,0,False
U106587,2025-04-19,5,162.82,0,0,False
U106587,2025-04-21,1,47.33,1,2,True
U106587,2025-05-02,2,75.05,0,0,False
U106587,2025-05-09,4,180.69,0,0,False
U106587,2025-05-27,1,32.91,2,4,True
U106587,2025-06-05,2,90.32,0,0,False
U106587,2025-06-14,4,118.23,2,12,True
U106587,2025-06-16,6,263.49,1,1,True
U106587,2025-06-24,3,105.48,1,2,True
U106587,2025-07-01,4,113.39,0,0,False
U106587,2025-07-02,2,76.19,0,0,False
U106587,2025-07-12,1,46.16,1,1,True
U106587,2025-07-21,5,181.64,0,0,False
U106587,2025-07-28,1,32.79,0,0,False
