user_id,event_date,feature_name,event_count
U103877,2025-10-07,Dashboard Viewed,4
U103877,2025-10-07,Dashboard Viewed,3
U103877,2025-11-06,Workflow Created,2
U103877,2025-11-06,Dashboard Viewed,2
U103877,2025-11-06,Team Invite Sent,3
U103877,2025-11-06,Dashboard Viewed,3
U103877,2025-11-06,AI Recommendation Used,3
U103877,2025-12-07,AI Recommendation Used,4
U100741,2025-01-12,Template Used,3
U100741,2025-01-24,AI Recommendation Used,2
U100741,2025-01-30,Workflow Created,4
U100741,2025-02-05,Template Used,2
U100741,2025-02-10,Dashboard Viewed,3
U100741,2025-02-24,Template Used,2
U100741,2025-02-26,Integration Connected,3
U100741,2025-03-12,Dashboard Viewed,3
U100741,2025-03-20,Team Invite Sent,3
U100741,2025-03-26,Template Used,1
U100741,2025-03-26,Dashboard Viewed,3
U100741,2025-03-26,Dashboard Viewed,4
U100741,2025-03-26,Report Exported,2
U100741,2025-03-27,Report Exported,2
U100741,2025-04-02,Integration Connected,1
U100741,2025-04-16,Workflow Created,4
U100741,2025-04-16,Automation Run,2
U100741,2025-04-16,Automation Run,1
U100741,2025-06-09,Automation Run,4
U100741,2025-06-12,AI Recommendation Used,1
U100741,2025-07-12,Dashboard Viewed,2
U100741,2025-07-12,Template Used,1
U100741,2025-07-12,Workflow Created,4
U100741,2025-08-12,Dashboard Viewed,2
U100741,2025-11-20,Automation Run,2
U100741,2025-12-02,Dashboard Viewed,4
U100741,2025-12-20,Workflow Created,1
U100741,2025-12-28,Dashboard Viewed,3
U100744,2025-01-05,Dashboard Viewed,1
U100744,2025-01-19,Automation Run,4
U100744,2025-01-19,Dashboard Viewed,1
U100744,2025-01-29,Dashboard Viewed,1
U100744,2025-03-24,Dashboard Viewed,4
U100744,2025-03-24,Integration Connected,3
U100744,2025-03-28,Team Invite Sent,1
U100744,2025-06-01,Integration Connected,1
U100744,2025-06-01,Workflow Created,2
U100744,2025-06-09,Integration Connected,4
U100744,2025-06-10,AI Recommendation Used,2
U100744,2025-11-06,Dashboard Viewed,2
U100775,2025-01-02,Automation Run,3
U100775,2025-01-02,Dashboard Viewed,1
U100775,2025-01-09,Automation Run,2
U100775,2025-02-01,Team Invite Sent,4
U100775,2025-02-12,Automation Run,2
U100775,2025-02-21,Integration Connected,3
U100775,2025-02-21,Workflow Created,2
U100775,2025-03-23,Integration Connected,3
U100775,2025-04-07,Dashboard Viewed,2
U100775,2025-05-09,Dashboard Viewed,3
U100775,2025-07-05,Automation Run,4
U100775,2025-07-05,Automation Run,2
U100775,2025-07-05,Dashboard Viewed,4
U100775,2025-09-22,Integration Connected,2
U100775,2025-09-22,Dashboard Viewed,4
U100775,2025-10-22,Template Used,4
U100775,2025-11-12,Automation Run,1
U100775,2025-11-12,Team Invite Sent,2
U100775,2025-11-12,Template Used,2
U100775,2025-11-27,Dashboard Viewed,2
U103606,2025-02-04,Report Exported,4
U103606,2025-02-04,Template Used,1
U103606,2025-04-01,Automation Run,4
U103606,2025-04-01,AI Recommendation Used,3
U103606,2025-04-18,Integration Connected,4
U103606,2025-04-18,AI Recommendation Used,1
U103606,2025-07-22,Automation Run,4
U103606,2025-08-01,Dashboard Viewed,1
U103606,2025-08-01,Report Exported,1
U103606,2025-08-01,Report Exported,4
U103606,2025-08-26,Report Exported,1
U103606,2025-09-01,Template Used,2
U103606,2025-09-10,Workflow Created,2
U103606,2025-10-18,Automation Run,2
U103606,2025-11-17,Team Invite Sent,1
U103606,2025-11-17,Dashboard Viewed,2
U100811,2025-01-08,Dashboard Viewed,4
U100811,2025-01-08,Team Invite Sent,1
U100811,2025-04-03,Workflow Created,2
U100811,2025-04-03,Automation Run,4
U100811,2025-04-03,Automation Run,2
U100811,2025-04-15,Integration Connected,3
U100811,2025-04-15,Template Used,2
U100811,2025-05-06,Dashboard Viewed,4
U100811,2025-05-06,Integration Connected,3
U103503,2025-01-09,Dashboard Viewed,1
U103503,2025-02-04,Integration Connected,3
U103503,2025-02-04,Report Exported,1
U103503,2025-02-04,Integration Connected,1
U103503,2025-02-05,Template Used,4
U103503,2025-02-14,Team Invite Sent,3
U103503,2025-02-14,Dashboard Viewed,4
U103503,2025-02-14,Dashboard Viewed,3
U103503,2025-03-12,Dashboard Viewed,3
U103503,2025-03-30,Automation Run,3
U103503,2025-06-24,Template Used,1
U103503,2025-07-18,Automation Run,4
U103503,2025-07-18,Report Exported,1
U103503,2025-12-21,Report Exported,1
U103503,2025-12-21,Report Exported,3
U103492,2025-01-02,Workflow Created,2
U103492,2025-01-13,Workflow Created,4
U103492,2025-01-13,Automation Run,3
U103492,2025-01-27,Dashboard Viewed,4
U103492,2025-01-27,Integration Connected,4
U103492,2025-02-05,Dashboard Viewed,4
U103492,2025-02-13,Workflow Created,2
U103492,2025-03-03,Integration Connected,4
U103492,2025-03-29,Automation Run,1
U103492,2025-03-29,Workflow Created,2
U103492,2025-03-31,Integration Connected,3
U103492,2025-03-31,Dashboard Viewed,2
U103492,2025-05-23,AI Recommendation Used,3
U103492,2025-07-10,Workflow Created,4
U103492,2025-07-10,Workflow Created,4
U103492,2025-07-10,Template Used,3
U103492,2025-09-01,Team Invite Sent,4
U103492,2025-09-03,Integration Connected,3
U103492,2025-09-03,Dashboard Viewed,3
U103492,2025-09-03,Template Used,1
U103492,2025-09-09,Team Invite Sent,3
U103492,2025-09-26,Dashboard Viewed,3
U103492,2025-10-26,Dashboard Viewed,3
U103492,2025-10-28,Automation Run,4
U103492,2025-12-08,Workflow Created,2
U104419,2025-01-11,Report Exported,1
U104419,2025-01-11,Integration Connected,3
U104419,2025-02-02,Dashboard Viewed,4
U104419,2025-02-02,Team Invite Sent,1
U104419,2025-02-25,Template Used,3
U104419,2025-02-25,Dashboard Viewed,3
U104419,2025-02-25,Report Exported,2
U104419,2025-03-02,Dashboard Viewed,4
U104419,2025-03-02,Dashboard Viewed,3
U104419,2025-04-21,Template Used,3
U104419,2025-05-02,Workflow Created,4
U104419,2025-05-05,Integration Connected,4
U104419,2025-05-05,Automation Run,4
U104419,2025-05-05,AI Recommendation Used,1
U104419,2025-05-07,Template Used,2
U104419,2025-05-27,Workflow Created,1
U104419,2025-06-11,Workflow Created,4
U104419,2025-06-28,Team Invite Sent,3
U104419,2025-06-28,Dashboard Viewed,3
U104419,2025-06-28,Automation Run,4
U104419,2025-06-28,AI Recommendation Used,2
U104419,2025-07-15,Team Invite Sent,3
U104419,2025-08-25,Dashboard Viewed,3
U104419,2025-10-13,Workflow Created,1
U105540,2025-01-07,AI Recommendation Used,2
U105540,2025-01-08,Team Invite Sent,1
U105540,2025-01-23,Template Used,1
U105540,2025-01-23,Team Invite Sent,3
U105540,2025-01-23,Automation Run,4
U105540,2025-03-06,Team Invite Sent,2
U105540,2025-04-11,Dashboard Viewed,2
U106403,2025-01-23,Workflow Created,4
U106403,2025-01-23,Integration Connected,2
U106403,2025-03-01,Workflow Created,4
U106403,2025-03-08,Template Used,1
U106403,2025-03-08,Workflow Created,1
U106403,2025-03-08,Report Exported,1
U106403,2025-03-10,Template Used,4
U106403,2025-03-10,Automation Run,2
U106403,2025-04-01,Template Used,4
U106403,2025-04-06,Automation Run,2
U106403,2025-05-06,Workflow Created,2
U106403,2025-05-06,Report Exported,3
U106403,2025-06-22,Workflow Created,3
U106403,2025-08-17,Dashboard Viewed,1
U106403,2025-08-27,Dashboard Viewed,4
U106403,2025-08-27,Integration Connected,3
U106403,2025-08-27,Template Used,1
U106403,2025-09-11,Automation Run,3
U106403,2025-10-27,Dashboard Viewed,1
U106403,2025-11-04,Dashboard Viewed,3
U106403,2025-11-04,Dashboard Viewed,4
U106403,2025-12-30,Dashboard Viewed,2
U106403,2025-12-30,Template Used,3
U107466,2025-01-20,Dashboard Viewed,3
U107466,2025-01-22,Dashboard Viewed,2
U107466,2025-02-03,Dashboard Viewed,4
U107466,2025-02-14,Dashboard Viewed,1
U107466,2025-02-17,Report Exported,3
U107466,2025-03-15,Template Used,3
U107466,2025-03-26,Automation Run,2
U107466,2025-03-27,Dashboard Viewed,4
U107466,2025-03-29,Report Exported,2
U107466,2025-04-03,Integration Connected,1
U107466,2025-07-18,Template Used,2
U107466,2025-07-18,Workflow Created,1
U107466,2025-08-03,Automation Run,1
U107466,2025-08-03,AI Recommendation Used,4
U107466,2025-08-03,Dashboard Viewed,2
U107466,2025-09-29,Dashboard Viewed,1
U107466,2025-09-29,Dashboard Viewed,3
U107466,2025-11-11,Automation Run,3
U107466,2025-11-26,Workflow Created,2
U107466,2025-12-23,Integration Connected,4
U106120,2025-01-01,Automation Run,4
U106120,2025-01-05,Automation Run,1
U106120,2025-01-05,Dashboard Viewed,2
U106120,2025-01-15,Template Used,3
U106120,2025-01-15,Dashboard Viewed,3
U106120,2025-01-16,Integration Connected,1
U106120,2025-01-16,Workflow Created,4
U106120,2025-01-22,Dashboard Viewed,3
U106120,2025-01-22,Template Used,2
U106120,2025-01-29,Workflow Created,2
U106120,2025-02-17,Template Used,3
U106120,2025-02-17,Automation Run,2
U106120,2025-02-23,Integration Connected,2
U106120,2025-02-28,Team Invite Sent,4
U106120,2025-03-19,Team Invite Sent,2
U106120,2025-03-19,Integration Connected,3
U106120,2025-03-19,Integration Connected,2
U106120,2025-03-19,Automation Run,1
U106120,2025-03-26,Dashboard Viewed,4
U106120,2025-03-26,Workflow Created,2
U106120,2025-03-26,Template Used,3
U106120,2025-04-17,Integration Connected,3
U106120,2025-04-23,Report Exported,1
U106120,2025-04-23,Automation Run,2
U106120,2025-04-23,Dashboard Viewed,4
U106120,2025-09-08,Template Used,4
U106120,2025-09-08,Automation Run,4
U106120,2025-09-08,Report Exported,2
U106120,2025-09-08,Report Exported,2
U106120,2025-09-25,Dashboard Viewed,1
U106120,2025-11-06,Dashboard Viewed,2
U106120,2025-11-06,Team Invite Sent,4
U106120,2025-12-05,Template Used,4
U106120,2025-12-24,Dashboard Viewed,1
U106120,2025-12-24,Template Used,4
U101158,2025-02-04,Automation Run,3
U101158,2025-02-04,Integration Connected,4
U101158,2025-02-04,AI Recommendation Used,2
U101158,2025-02-06,Dashboard Viewed,3
U101158,2025-02-11,Integration Connected,1
U101158,2025-02-11,Automation Run,4
U101158,2025-02-11,Integration Connected,2
U101158,2025-03-14,Report Exported,1
U101158,2025-03-14,Template Used,4
U101158,2025-04-26,Workflow Created,1
U101158,2025-04-26,Template Used,2
U101158,2025-05-09,Integration Connected,4
U101158,2025-05-12,Integration Connected,1
U101158,2025-06-10,Workflow Created,3
U101158,2025-06-10,Dashboard Viewed,4
U101158,2025-06-13,Dashboard Viewed,4
U101158,2025-06-13,Template Used,2
U101158,2025-06-27,AI Recommendation Used,2
U101158,2025-06-27,Template Used,3
U101158,2025-06-27,Integration Connected,2
U101158,2025-06-27,Template Used,2
U101158,2025-07-20,Report Exported,1
U101158,2025-11-12,Dashboard Viewed,1
U101158,2025-11-14,Template Used,2
U103207,2025-02-06,Dashboard Viewed,2
U103207,2025-02-09,AI Recommendation Used,3
U103207,2025-02-09,AI Recommendation Used,3
U103207,2025-02-11,Dashboard Viewed,2
U103207,2025-02-11,Integration Connected,2
U103207,2025-02-11,Dashboard Viewed,2
U103207,2025-02-11,Dashboard Viewed,2
U103207,2025-02-11,Dashboard Viewed,4
U103207,2025-02-18,AI Recommendation Used,2
U103207,2025-02-18,Team Invite Sent,4
U103207,2025-02-27,Dashboard Viewed,2
U103207,2025-02-27,Automation Run,3
U103207,2025-02-27,AI Recommendation Used,3
U103207,2025-02-27,Dashboard Viewed,2
U103207,2025-03-11,Team Invite Sent,4
U103207,2025-03-11,Team Invite Sent,2
U103207,2025-03-11,Template Used,3
U103207,2025-03-11,Automation Run,3
U103207,2025-03-11,Integration Connected,1
U103207,2025-03-12,Workflow Created,4
U103207,2025-03-12,Report Exported,4
U103207,2025-03-14,Dashboard Viewed,2
U103207,2025-03-14,Workflow Created,2
U103207,2025-04-08,Template Used,1
U103207,2025-04-08,Team Invite Sent,1
U103207,2025-04-08,Template Used,4
U103207,2025-04-08,Workflow Created,3
U103207,2025-04-22,Report Exported,4
U103207,2025-05-13,Template Used,2
U103207,2025-05-13,Report Exported,2
U103207,2025-05-13,Dashboard Viewed,1
U103207,2025-05-13,Template Used,1
U103207,2025-05-13,Integration Connected,4
U103207,2025-07-01,Dashboard Viewed,3
U103207,2025-08-09,Automation Run,3
U103207,2025-08-09,Integration Connected,3
U103207,2025-08-09,Workflow Created,2
U103207,2025-08-23,Report Exported,3
U103207,2025-11-01,Dashboard Viewed,4
U103207,2025-11-01,Automation Run,4
U103207,2025-11-01,Template Used,1
U103207,2025-11-28,Workflow Created,1
U103207,2025-11-28,Report Exported,3
U103207,2025-12-13,Team Invite Sent,3
U103207,2025-12-13,Team Invite Sent,2
U103207,2025-12-13,Automation Run,1
U103179,2025-02-02,Team Invite Sent,4
U103179,2025-02-02,Report Exported,3
U103179,2025-02-02,Automation Run,1
U103179,2025-02-14,Report Exported,1
U103179,2025-02-20,Dashboard Viewed,3
U103179,2025-02-20,Report Exported,1
U103179,2025-02-20,Dashboard Viewed,4
U103179,2025-03-05,Integration Connected,4
U103179,2025-03-13,Dashboard Viewed,4
U103179,2025-03-24,Integration Connected,4
U103179,2025-06-16,Dashboard Viewed,3
U103179,2025-06-30,Workflow Created,3
U103179,2025-07-05,Automation Run,3
U103179,2025-09-14,Template Used,4
U103179,2025-10-02,Dashboard Viewed,1
U103179,2025-11-27,Workflow Created,4
U103179,2025-11-27,Template Used,3
U103179,2025-11-27,Workflow Created,1
U103151,2025-01-16,Workflow Created,4
U103151,2025-01-19,Automation Run,4
U103151,2025-01-19,Template Used,1
U103151,2025-01-28,Team Invite Sent,4
U103151,2025-01-29,AI Recommendation Used,1
U103151,2025-01-29,Dashboard Viewed,4
U103151,2025-01-29,Workflow Created,4
U103151,2025-01-29,Automation Run,4
U103151,2025-02-03,Automation Run,2
U103151,2025-02-19,Integration Connected,4
U103151,2025-02-23,Dashboard Viewed,2
U103151,2025-02-23,Dashboard Viewed,1
U103151,2025-03-11,Automation Run,4
U103151,2025-03-17,AI Recommendation Used,4
U103151,2025-03-17,Automation Run,3
U103151,2025-03-31,Workflow Created,4
U103151,2025-04-02,AI Recommendation Used,2
U103151,2025-04-02,Team Invite Sent,3
U103151,2025-04-02,Dashboard Viewed,1
U103151,2025-04-02,Report Exported,4
U103151,2025-04-02,Template Used,1
U103151,2025-04-06,Template Used,1
U103151,2025-04-11,Workflow Created,2
U103151,2025-05-01,Dashboard Viewed,3
U103151,2025-06-04,Integration Connected,2
U103151,2025-06-09,Report Exported,3
U103151,2025-06-29,Workflow Created,4
U103151,2025-06-29,Template Used,4
U103151,2025-07-01,Template Used,3
U103151,2025-07-01,Automation Run,2
U103151,2025-07-11,Template Used,2
U103151,2025-07-11,Team Invite Sent,3
U103151,2025-07-23,Dashboard Viewed,2
U103151,2025-07-23,Template Used,2
U103151,2025-07-23,Dashboard Viewed,1
U103151,2025-08-01,Template Used,4
U103151,2025-08-29,Dashboard Viewed,1
U103151,2025-10-28,Automation Run,4
U103151,2025-11-04,Automation Run,3
U103151,2025-11-04,Dashboard Viewed,4
U107766,2025-01-29,Team Invite Sent,4
U107766,2025-03-04,Team Invite Sent,1
U107766,2025-03-04,Team Invite Sent,4
U107766,2025-04-16,Report Exported,3
U107766,2025-04-16,Automation Run,3
U107766,2025-04-16,Automation Run,2
U107766,2025-04-16,Workflow Created,2
U107766,2025-04-19,Team Invite Sent,4
U107766,2025-05-21,Integration Connected,2
U107766,2025-05-21,Template Used,4
U107766,2025-05-26,Automation Run,1
U107766,2025-05-26,Dashboard Viewed,3
U107766,2025-05-26,Report Exported,4
U107766,2025-05-26,Automation Run,2
U107766,2025-06-23,Integration Connected,4
U107766,2025-10-28,Integration Connected,2
U107766,2025-10-28,Dashboard Viewed,2
U107766,2025-10-28,Workflow Created,3
U106159,2025-01-19,Dashboard Viewed,3
U106159,2025-01-25,Dashboard Viewed,4
U106159,2025-01-30,Workflow Created,4
U106159,2025-01-30,Integration Connected,1
U106159,2025-02-04,Team Invite Sent,4
U106159,2025-04-03,Team Invite Sent,2
U106159,2025-06-12,Report Exported,4
U106159,2025-10-16,Dashboard Viewed,2
U106159,2025-10-16,Integration Connected,3
U106159,2025-11-07,Workflow Created,2
U106159,2025-11-07,Automation Run,1
U106159,2025-11-14,Team Invite Sent,4
U100998,2025-01-24,Dashboard Viewed,1
U100998,2025-01-24,Integration Connected,1
U100998,2025-02-12,Integration Connected,1
U100998,2025-02-12,Dashboard Viewed,3
U100998,2025-02-12,Dashboard Viewed,2
U100998,2025-03-26,AI Recommendation Used,1
U100998,2025-04-07,Team Invite Sent,4
U100998,2025-04-07,Workflow Created,2
U100998,2025-04-07,Dashboard Viewed,2
U100998,2025-04-07,Team Invite Sent,1
U100998,2025-09-08,Template Used,3
U102880,2025-01-27,AI Recommendation Used,2
U102880,2025-02-06,AI Recommendation Used,4
U102880,2025-02-10,Automation Run,4
U102880,2025-02-10,Template Used,4
U102880,2025-03-03,Template Used,3
U102880,2025-03-09,Workflow Created,2
U102880,2025-03-09,Automation Run,4
U102880,2025-03-27,Workflow Created,3
U102880,2025-04-11,Automation Run,1
U102880,2025-04-11,Dashboard Viewed,4
U102880,2025-04-12,Report Exported,3
U102880,2025-04-12,Integration Connected,1
U102880,2025-04-12,Workflow Created,2
U102880,2025-05-04,Team Invite Sent,1
U102880,2025-05-04,Template Used,1
U102880,2025-05-21,Dashboard Viewed,3
U102880,2025-06-16,Dashboard Viewed,2
U102880,2025-06-16,Dashboard Viewed,2
U102880,2025-07-01,Automation Run,1
U102880,2025-07-09,Team Invite Sent,3
U102880,2025-07-09,Automation Run,3
U102880,2025-07-14,Report Exported,1
U102880,2025-07-27,Team Invite Sent,3
U102880,2025-07-30,Dashboard Viewed,1
U102880,2025-09-09,Report Exported,2
U102880,2025-09-09,Workflow Created,2
U102880,2025-09-13,AI Recommendation Used,2
U102880,2025-09-13,Report Exported,2
U102880,2025-10-08,Workflow Created,1
U102880,2025-10-08,Template Used,4
U102880,2025-10-16,Template Used,4
U102880,2025-10-16,Automation Run,1
U102880,2025-11-01,Template Used,2
U102880,2025-11-01,AI Recommendation Used,4
U102880,2025-12-22,Workflow Created,3
U107636,2025-01-29,Template Used,3
U107636,2025-01-29,AI Recommendation Used,1
U107636,2025-01-29,Dashboard Viewed,4
U107636,2025-02-11,Workflow Created,3
U107636,2025-02-11,AI Recommendation Used,4
U107636,2025-02-11,Workflow Created,1
U107636,2025-02-19,Integration Connected,1
U107636,2025-03-04,Template Used,1
U107636,2025-03-26,Dashboard Viewed,2
U107636,2025-03-26,Template Used,4
U107636,2025-03-26,Workflow Created,1
U107636,2025-03-26,Integration Connected,1
U107636,2025-04-02,AI Recommendation Used,1
U107636,2025-04-28,Integration Connected,1
U107636,2025-04-28,Automation Run,4
U107636,2025-05-18,Dashboard Viewed,4
U107636,2025-05-18,Dashboard Viewed,2
U107636,2025-06-05,Report Exported,1
U107636,2025-06-13,AI Recommendation Used,4
U107636,2025-08-12,Report Exported,1
U107636,2025-08-16,Template Used,3
U107636,2025-08-16,Workflow Created,4
U107636,2025-08-19,Team Invite Sent,2
U107636,2025-08-19,Dashboard Viewed,2
U107636,2025-08-19,Integration Connected,3
U107636,2025-08-27,Dashboard Viewed,2
U107636,2025-11-03,AI Recommendation Used,1
U103453,2025-01-13,Template Used,1
U103453,2025-01-15,Dashboard Viewed,4
U103453,2025-01-21,AI Recommendation Used,4
U103453,2025-01-28,Dashboard Viewed,1
U103453,2025-02-17,Team Invite Sent,3
U103453,2025-03-03,Report Exported,1
U103453,2025-03-10,Integration Connected,2
U103453,2025-04-25,Team Invite Sent,3
