user_id,signup_date,acquisition_channel,segment,device,region,company_size,quality_score,acquisition_cost,activated,trial_started,subscription_status,plan,subscription_date,monthly_price
U106601,2025-01-04,Referral,Ops Manager,Desktop,North America,1-10,1.729,8.41,True,True,Paid,Starter,2025-01-06,19
U101568,2025-01-04,Paid Search,Ops Manager,Desktop,North America,1-10,1.376,18.21,True,False,Free,Free,,0
U105662,2025-01-04,Organic Search,Founder,Desktop,North America,11-50,0.943,15.24,True,False,Free,Free,,0
U105686,2025-01-04,Paid Search,Ops Manager,Desktop,North America,11-50,1.16,14.0,True,False,Free,Free,,0
U104816,2025-01-04,Organic Search,Ops Manager,Desktop,North America,1-10,1.67,8.49,False,False,Free,Free,,0
U104792,2025-01-04,Organic Search,Sales Team,Desktop,North America,51-200,1.058,26.22,False,False,Free,Free,,0
U102571,2025-01-04,Organic Search,Marketing Team,Desktop,North America,201-1000,0.974,16.27,True,False,Free,Free,,0
U100519,2025-01-04,Organic Search,Sales Team,Desktop,North America,11-50,0.913,54.65,False,False,Free,Free,,0
U104501,2025-01-04,Social,Marketing Team,Desktop,North America,1-10,0.786,43.52,True,False,Free,Free,,0
U106827,2025-01-04,Organic Search,Sales Team,Desktop,APAC,1-10,0.948,36.32,True,True,Trial,Free,,0
U101929,2025-01-04,Referral,Founder,Mobile,Europe,11-50,1.473,3.47,False,False,Free,Free,,0
U101949,2025-01-04,Referral,Founder,Desktop,Europe,1-10,1.66,6.08,True,True,Paid,Starter,2025-01-11,19
U107867,2025-01-04,Referral,Sales Team,Desktop,APAC,1-10,1.727,22.16,False,False,Free,Free,,0
U108481,2025-01-04,Organic Search,Founder,Desktop,Europe,1-10,1.231,17.27,True,True,Trial,Free,,0
U100239,2025-01-04,Organic Search,Founder,Desktop,North America,11-50,1.094,14.94,False,False,Free,Free,,0
U106411,2025-01-04,Partnership,Sales Team,Tablet,North America,11-50,1.013,58.02,False,False,Free,Free,,0
U105572,2025-01-04,Referral,Ops Manager,Desktop,APAC,11-50,1.718,13.66,True,True,Trial,Free,,0
U103071,2025-01-04,Paid Search,Marketing Team,Desktop,North America,1-10,0.783,8.57,False,False,Free,Free,,0
U107579,2025-01-04,Referral,Ops Manager,Desktop,APAC,1000+,1.22,3.19,False,False,Free,Free,,0
U106737,2025-01-04,Social,Ops Manager,Mobile,Europe,201-1000,1.292,6.76,False,False,Free,Free,,0
U102534,2025-01-04,Organic Search,Sales Team,Desktop,North America,11-50,1.103,3.02,True,False,Free,Free,,0
U105853,2025-01-05,Organic Search,Sales Team,Desktop,Europe,1-10,0.757,17.98,True,False,Free,Free,,0
U103805,2025-01-05,Paid Search,Founder,Desktop,MEA,11-50,1.004,36.08,False,False,Free,Free,,0
U108349,2025-01-05,Social,Ops Manager,Desktop,North America,11-50,0.757,48.64,True,False,Free,Free,,0
U102031,2025-01-05,Organic Search,Founder,Mobile,LATAM,1-10,1.544,3.22,True,False,Free,Free,,0
U103879,2025-01-05,Social,Ops Manager,Mobile,LATAM,51-200,0.609,23.47,False,False,Free,Free,,0
U104859,2025-01-05,Organic Search,Sales Team,Desktop,APAC,11-50,0.783,9.49,True,False,Free,Free,,0
U102873,2025-01-05,Organic Search,Ops Manager,Tablet,APAC,51-200,1.447,27.51,False,False,Free,Free,,0
U107273,2025-01-05,Content,Ops Manager,Desktop,APAC,1000+,1.281,16.24,False,False,Free,Free,,0
U107264,2025-01-05,Content,Founder,Desktop,North America,11-50,1.019,16.36,False,False,Free,Free,,0
U104136,2025-01-05,Paid Search,Sales Team,Desktop,North America,1-10,1.085,24.89,False,False,Free,Free,,0
U101902,2025-01-05,Paid Search,Ops Manager,Desktop,North America,11-50,1.015,16.28,False,False,Free,Free,,0
U108446,2025-01-05,Social,Founder,Tablet,North America,1-10,0.604,37.73,False,False,Free,Free,,0
U107520,2025-01-05,Organic Search,Sales Team,Desktop,Europe,51-200,1.161,6.49,True,False,Free,Free,,0
U104167,2025-01-05,Paid Search,Founder,Desktop,North America,51-200,0.98,18.94,False,False,Free,Free,,0
U107170,2025-01-05,Organic Search,Founder,Desktop,North America,1-10,1.105,25.74,False,False,Free,Free,,0
U104450,2025-01-05,Organic Search,Founder,Mobile,APAC,1-10,1.429,17.08,False,False,Free,Free,,0
U102350,2025-01-05,Organic Search,Founder,Tablet,Europe,1-10,0.697,45.28,False,False,Free,Free,,0
U104403,2025-01-05,Organic Search,Marketing Team,Desktop,North America,51-200,0.807,9.63,False,False,Free,Free,,0
U106641,2025-01-05,Content,Founder,Desktop,MEA,201-1000,0.979,28.2,False,False,Free,Free,,0
U104248,2025-01-05,Organic Search,Founder,Tablet,North America,1-10,1.282,9.83,False,False,Free,Free,,0
U106489,2025-01-05,Paid Search,Sales Team,Desktop,North America,1-10,0.747,41.33,False,False,Free,Free,,0
U108201,2025-01-05,Referral,Ops Manager,Desktop,North America,1-10,1.958,6.88,True,False,Free,Free,,0
U101894,2025-01-05,Referral,Sales Team,Tablet,North America,1-10,1.191,7.57,True,True,Trial,Free,,0
U103793,2025-01-05,Partnership,Sales Team,Tablet,Europe,51-200,1.091,12.41,False,False,Free,Free,,0
U102038,2025-01-05,Organic Search,Founder,Tablet,North America,1-10,1.379,5.63,True,True,Paid,Starter,2025-01-05,19
U100270,2025-01-05,Organic Search,Founder,Desktop,North America,51-200,0.953,10.25,False,False,Free,Free,,0
U105499,2025-01-05,Social,Sales Team,Desktop,Europe,11-50,0.733,33.59,False,False,Free,Free,,0
U103459,2025-01-05,Organic Search,Ops Manager,Desktop,Europe,11-50,1.321,13.07,False,False,Free,Free,,0
U100150,2025-01-05,Paid Search,Ops Manager,Desktop,North America,1-10,0.958,30.16,False,False,Free,Free,,0
U101069,2025-01-05,Organic Search,Sales Team,Desktop,LATAM,1-10,0.638,43.88,False,False,Free,Free,,0
U101356,2025-01-05,Organic Search,Founder,Tablet,APAC,1-10,1.401,7.74,True,False,Free,Free,,0
U107488,2025-01-05,Partnership,Ops Manager,Desktop,North America,1-10,1.692,2.31,True,True,Paid,Growth,2025-01-12,59
U100136,2025-01-05,Social,Marketing Team,Desktop,APAC,1-10,0.814,37.6,False,False,Free,Free,,0
U105206,2025-01-05,Content,Sales Team,Mobile,APAC,201-1000,1.618,16.94,False,False,Free,Free,,0
U100872,2025-01-05,Organic Search,Student / Hobby,Desktop,Europe,1-10,0.602,57.09,False,False,Free,Free,,0
U107490,2025-01-05,Organic Search,Founder,Desktop,Europe,1-10,1.107,6.49,True,False,Free,Free,,0
U105187,2025-01-05,Referral,Founder,Desktop,North America,11-50,1.414,7.14,False,False,Free,Free,,0
U106034,2025-01-05,Paid Search,Ops Manager,Desktop,Europe,1-10,1.033,27.44,True,True,Paid,Starter,2025-01-06,19
U106426,2025-01-05,Organic Search,Sales Team,Mobile,Europe,11-50,0.93,23.01,False,False,Free,Free,,0
U107685,2025-01-05,Content,Founder,Desktop,North America,11-50,1.349,26.68,True,True,Trial,Free,,0
U105103,2025-01-05,Social,Founder,Desktop,North America,51-200,0.398,30.04,False,False,Free,Free,,0
U101045,2025-01-05,Organic Search,Marketing Team,Desktop,Europe,11-50,1.214,7.52,False,False,Free,Free,,0
U100085,2025-01-05,Content,Student / Hobby,Desktop,APAC,1-10,0.997,22.4,True,False,Free,Free,,0
U102815,2025-01-06,Content,Founder,Mobile,LATAM,11-50,1.542,13.21,True,False,Free,Free,,0
U107018,2025-01-06,Content,Marketing Team,Desktop,APAC,201-1000,0.769,15.83,False,False,Free,Free,,0
U104338,2025-01-06,Content,Sales Team,Desktop,APAC,11-50,1.267,20.85,False,False,Free,Free,,0
U106877,2025-01-06,Paid Search,Marketing Team,Mobile,APAC,11-50,0.703,8.35,True,False,Free,Free,,0
U104380,2025-01-06,Referral,Marketing Team,Desktop,North America,51-200,0.988,16.54,True,False,Free,Free,,0
U107578,2025-01-06,Content,Ops Manager,Desktop,North America,11-50,1.377,10.52,True,False,Free,Free,,0
U100227,2025-01-06,Paid Search,Student / Hobby,Mobile,Europe,1-10,0.378,9.66,False,False,Free,Free,,0
U107019,2025-01-06,Social,Ops Manager,Tablet,Europe,11-50,0.865,38.24,False,False,Free,Free,,0
U100590,2025-01-06,Partnership,Founder,Mobile,MEA,1-10,1.517,12.05,True,False,Free,Free,,0
U105481,2025-01-06,Organic Search,Founder,Desktop,APAC,11-50,1.498,14.85,True,True,Paid,Growth,2025-01-10,59
U101318,2025-01-06,Social,Founder,Mobile,LATAM,1-10,0.685,16.52,False,False,Free,Free,,0
U106274,2025-01-06,Paid Search,Ops Manager,Desktop,North America,11-50,1.115,27.2,True,False,Free,Free,,0
U102557,2025-01-06,Paid Search,Ops Manager,Mobile,APAC,1-10,1.407,21.99,True,False,Free,Free,,0
U106270,2025-01-06,Organic Search,Ops Manager,Desktop,Europe,201-1000,1.299,28.2,True,False,Free,Free,,0
U104559,2025-01-06,Organic Search,Marketing Team,Mobile,North America,1-10,1.048,30.79,True,True,Trial,Free,,0
U101743,2025-01-06,Organic Search,Ops Manager,Desktop,North America,51-200,1.349,13.28,True,True,Paid,Starter,2025-01-12,19
U105030,2025-01-06,Organic Search,Founder,Mobile,LATAM,11-50,1.333,11.36,True,False,Free,Free,,0
U101721,2025-01-06,Organic Search,Sales Team,Desktop,North America,11-50,0.863,23.73,False,False,Free,Free,,0
U108004,2025-01-06,Organic Search,Founder,Desktop,North America,1000+,0.987,15.7,False,False,Free,Free,,0
U106528,2025-01-06,Social,Sales Team,Desktop,Europe,11-50,0.651,40.32,False,False,Free,Free,,0
U102887,2025-01-06,Content,Founder,Mobile,Europe,1-10,1.152,11.22,True,False,Free,Free,,0
U108106,2025-01-06,Referral,Ops Manager,Desktop,APAC,11-50,1.406,20.86,False,False,Free,Free,,0
U108474,2025-01-06,Social,Marketing Team,Desktop,North America,11-50,0.495,78.79,False,False,Free,Free,,0
U106976,2025-01-06,Organic Search,Founder,Desktop,LATAM,1-10,1.159,10.88,True,False,Free,Free,,0
U107758,2025-01-06,Referral,Student / Hobby,Desktop,Europe,1-10,0.891,6.22,True,False,Free,Free,,0
U102581,2025-01-06,Content,Student / Hobby,Desktop,MEA,11-50,0.744,38.13,False,False,Free,Free,,0
U103300,2025-01-06,Content,Marketing Team,Desktop,Europe,11-50,0.561,86.47,False,False,Free,Free,,0
U106648,2025-01-06,Organic Search,Sales Team,Mobile,MEA,1-10,0.773,23.2,False,False,Free,Free,,0
U105902,2025-01-06,Paid Search,Marketing Team,Desktop,APAC,1-10,0.599,33.09,True,False,Free,Free,,0
U103308,2025-01-06,Social,Sales Team,Desktop,North America,11-50,0.7,15.83,False,False,Free,Free,,0
U102130,2025-01-06,Content,Marketing Team,Tablet,Europe,1-10,0.887,21.97,True,False,Free,Free,,0
U107500,2025-01-06,Referral,Marketing Team,Tablet,LATAM,51-200,1.535,18.62,True,False,Free,Free,,0
U103192,2025-01-06,Organic Search,Ops Manager,Desktop,APAC,11-50,1.408,11.38,True,True,Trial,Free,,0
U107227,2025-01-06,Referral,Sales Team,Mobile,LATAM,1-10,1.139,4.01,False,False,Free,Free,,0
U106055,2025-01-06,Content,Marketing Team,Mobile,North America,1-10,0.981,19.28,False,False,Free,Free,,0
U103333,2025-01-06,Paid Search,Ops Manager,Desktop,North America,1-10,1.005,21.74,True,False,Free,Free,,0
U103394,2025-01-06,Paid Search,Student / Hobby,Desktop,North America,1-10,0.25,15.76,False,False,Free,Free,,0
U101205,2025-01-06,Paid Search,Marketing Team,Desktop,Europe,11-50,1.109,13.79,False,False,Free,Free,,0
U108432,2025-01-06,Organic Search,Ops Manager,Desktop,Europe,1000+,1.587,9.92,False,False,Free,Free,,0
U103699,2025-01-06,Paid Search,Ops Manager,Desktop,MEA,11-50,1.158,22.04,False,False,Free,Free,,0
U105895,2025-01-06,Content,Marketing Team,Desktop,APAC,1-10,0.893,25.32,False,False,Free,Free,,0
U103862,2025-01-06,Organic Search,Sales Team,Mobile,APAC,51-200,1.23,7.56,False,False,Free,Free,,0
U104969,2025-01-07,Social,Student / Hobby,Desktop,Europe,11-50,0.61,35.32,True,True,Trial,Free,,0
U107691,2025-01-07,Content,Sales Team,Desktop,Europe,1000+,1.051,11.66,False,False,Free,Free,,0
U103351,2025-01-07,Partnership,Ops Manager,Desktop,Europe,1-10,1.53,23.54,True,True,Paid,Starter,2025-01-07,19
U105373,2025-01-07,Organic Search,Founder,Desktop,Europe,201-1000,1.404,16.94,True,True,Paid,Starter,2025-01-09,19
U107871,2025-01-07,Paid Search,Founder,Desktop,North America,1-10,0.76,21.14,True,False,Free,Free,,0
U107810,2025-01-07,Social,Founder,Tablet,Europe,51-200,1.097,8.7,True,True,Trial,Free,,0
U103824,2025-01-07,Social,Ops Manager,Desktop,North America,11-50,0.401,53.65,False,False,Free,Free,,0
U101729,2025-01-07,Partnership,Sales Team,Desktop,APAC,1-10,1.222,21.64,True,False,Free,Free,,0
U101841,2025-01-07,Referral,Ops Manager,Desktop,LATAM,51-200,1.637,14.56,True,True,Paid,Starter,2025-01-12,19
U102080,2025-01-07,Paid Search,Sales Team,Mobile,North America,51-200,0.855,28.25,False,False,Free,Free,,0
U100768,2025-01-07,Social,Marketing Team,Desktop,APAC,1-10,0.695,22.89,False,False,Free,Free,,0
