user_id,signup_date,acquisition_channel,segment,device,region,company_size,quality_score,acquisition_cost,activated,trial_started,subscription_status,plan,subscription_date,monthly_price
U101841,2025-01-07,Referral,Ops Manager,Desktop,LATAM,51-200,1.637,14.56,True,True,Paid,Starter,2025-01-12,19
U103691,2025-01-09,Partnership,Ops Manager,Mobile,North America,51-200,1.462,11.5,True,True,Paid,Starter,2025-01-15,19
U107862,2025-01-09,Content,Sales Team,Desktop,Europe,1-10,1.237,11.69,True,True,Paid,Growth,2025-01-12,59
U104474,2025-01-09,Organic Search,Founder,Desktop,APAC,11-50,1.172,32.28,True,True,Paid,Starter,2025-01-11,19
U103838,2025-01-09,Organic Search,Founder,Tablet,North America,1000+,1.132,12.71,True,True,Paid,Starter,2025-01-14,19
U102118,2025-01-09,Content,Ops Manager,Desktop,North America,1-10,1.142,22.91,True,True,Paid,Starter,2025-01-12,19
U106158,2025-01-09,Referral,Student / Hobby,Mobile,Europe,51-200,0.858,11.53,True,True,Paid,Starter,2025-01-09,19
U107321,2025-01-10,Organic Search,Founder,Desktop,APAC,1-10,0.965,14.71,True,True,Paid,Scale,2025-01-13,149
U108138,2025-01-10,Organic Search,Ops Manager,Desktop,North America,11-50,1.717,12.58,True,True,Paid,Starter,2025-01-14,19
U100635,2025-01-11,Paid Search,Ops Manager,Desktop,Europe,51-200,1.098,12.28,True,True,Paid,Starter,2025-01-19,19
U100292,2025-01-11,Social,Ops Manager,Desktop,Europe,51-200,1.015,20.11,True,True,Paid,Scale,2025-01-16,149
U100513,2025-01-12,Content,Sales Team,Desktop,North America,51-200,1.13,8.89,True,True,Paid,Growth,2025-01-18,59
U101726,2025-01-12,Organic Search,Ops Manager,Desktop,North America,1-10,1.322,12.3,True,True,Paid,Starter,2025-01-12,19
U106988,2025-01-12,Referral,Ops Manager,Desktop,North America,1-10,1.839,18.79,True,True,Paid,Starter,2025-01-20,19
U104327,2025-01-13,Referral,Student / Hobby,Desktop,North America,1-10,0.906,13.09,True,True,Paid,Starter,2025-01-21,19
U100075,2025-01-13,Organic Search,Sales Team,Desktop,Europe,1000+,1.403,8.13,True,True,Paid,Starter,2025-01-16,19
U106990,2025-01-13,Organic Search,Founder,Desktop,LATAM,1-10,1.188,13.29,True,True,Paid,Starter,2025-01-21,19
U102242,2025-01-13,Organic Search,Founder,Desktop,North America,201-1000,1.173,11.14,True,True,Paid,Starter,2025-01-20,19
U102346,2025-01-14,Referral,Ops Manager,Desktop,LATAM,11-50,1.868,4.99,True,True,Paid,Starter,2025-01-22,19
U101908,2025-01-15,Organic Search,Founder,Desktop,North America,201-1000,1.354,8.87,True,True,Paid,Starter,2025-01-18,19
U106939,2025-01-15,Organic Search,Ops Manager,Mobile,North America,11-50,1.556,2.26,True,True,Paid,Growth,2025-01-16,59
U105723,2025-01-15,Organic Search,Sales Team,Desktop,North America,1-10,1.255,20.96,True,True,Paid,Starter,2025-01-18,19
U103157,2025-01-15,Paid Search,Ops Manager,Mobile,LATAM,51-200,1.147,4.25,True,True,Paid,Starter,2025-01-18,19
U101768,2025-01-16,Organic Search,Founder,Desktop,Europe,11-50,1.174,18.07,True,True,Paid,Growth,2025-01-22,59
U104837,2025-01-16,Referral,Student / Hobby,Desktop,Europe,1-10,1.181,30.72,True,True,Paid,Growth,2025-01-19,59
U104293,2025-01-16,Referral,Marketing Team,Desktop,APAC,11-50,1.13,12.34,True,True,Paid,Growth,2025-01-17,59
U100664,2025-01-18,Content,Founder,Desktop,North America,1-10,1.176,21.21,True,True,Paid,Growth,2025-01-26,59
U104664,2025-01-18,Organic Search,Founder,Desktop,North America,11-50,1.369,13.41,True,True,Paid,Starter,2025-01-23,19
U105387,2025-01-18,Referral,Sales Team,Desktop,Europe,11-50,1.201,5.07,True,True,Paid,Scale,2025-01-18,149
U103966,2025-01-19,Organic Search,Ops Manager,Desktop,North America,1-10,1.019,22.2,True,True,Paid,Starter,2025-01-22,19
U105780,2025-01-19,Referral,Marketing Team,Tablet,Europe,1-10,1.334,5.01,True,True,Paid,Scale,2025-01-22,149
U103284,2025-01-20,Referral,Founder,Desktop,Europe,51-200,1.777,3.9,True,True,Paid,Starter,2025-01-21,19
U106745,2025-01-20,Organic Search,Ops Manager,Desktop,Europe,51-200,1.674,15.2,True,True,Paid,Starter,2025-01-21,19
U105436,2025-01-20,Paid Search,Ops Manager,Tablet,North America,51-200,1.438,13.35,True,True,Paid,Growth,2025-01-24,59
U102147,2025-01-20,Referral,Marketing Team,Desktop,North America,51-200,1.469,9.09,True,True,Paid,Starter,2025-01-23,19
U102514,2025-01-21,Paid Search,Ops Manager,Mobile,North America,1-10,1.039,24.78,True,True,Paid,Starter,2025-01-26,19
U105470,2025-01-21,Paid Search,Ops Manager,Desktop,North America,11-50,1.492,9.31,True,True,Paid,Starter,2025-01-21,19
U106156,2025-01-21,Paid Search,Ops Manager,Mobile,Europe,11-50,1.256,4.93,True,True,Paid,Scale,2025-01-24,149
U100109,2025-01-21,Referral,Marketing Team,Mobile,LATAM,1-10,1.265,8.69,True,True,Paid,Starter,2025-01-25,19
U100921,2025-01-21,Organic Search,Sales Team,Desktop,LATAM,1-10,1.275,13.52,True,True,Paid,Growth,2025-01-21,59
U100869,2025-01-21,Referral,Founder,Desktop,Europe,1000+,1.747,25.29,True,True,Paid,Starter,2025-01-21,19
U100940,2025-01-22,Social,Ops Manager,Desktop,Europe,1-10,0.851,20.61,True,True,Paid,Starter,2025-01-23,19
U104091,2025-01-22,Content,Founder,Mobile,North America,11-50,1.315,21.7,True,True,Paid,Starter,2025-01-26,19
U105912,2025-01-22,Referral,Founder,Desktop,APAC,1-10,1.706,5.13,True,True,Paid,Starter,2025-01-22,19
U105463,2025-01-23,Social,Student / Hobby,Desktop,North America,11-50,0.43,49.92,True,True,Paid,Starter,2025-01-26,19
U102022,2025-01-23,Paid Search,Ops Manager,Mobile,North America,51-200,1.371,12.37,True,True,Paid,Starter,2025-01-24,19
U100908,2025-01-24,Referral,Ops Manager,Mobile,North America,51-200,1.624,26.2,True,True,Paid,Scale,2025-02-01,149
U106563,2025-01-25,Referral,Founder,Mobile,North America,1-10,1.669,10.37,True,True,Paid,Starter,2025-02-01,19
U101685,2025-01-25,Referral,Founder,Desktop,North America,51-200,1.715,8.23,True,True,Paid,Growth,2025-01-27,59
U107385,2025-01-25,Organic Search,Founder,Desktop,LATAM,11-50,1.154,22.22,True,True,Paid,Starter,2025-01-29,19
U108367,2025-01-26,Referral,Ops Manager,Desktop,North America,1-10,1.942,23.13,True,True,Paid,Growth,2025-02-02,59
U100938,2025-01-26,Organic Search,Founder,Desktop,Europe,1-10,1.28,7.47,True,True,Paid,Starter,2025-01-30,19
U103154,2025-01-26,Referral,Founder,Mobile,North America,11-50,1.711,14.7,True,True,Paid,Starter,2025-02-03,19
U105873,2025-01-26,Referral,Ops Manager,Desktop,APAC,51-200,1.526,5.52,True,True,Paid,Starter,2025-01-30,19
U101415,2025-01-27,Organic Search,Marketing Team,Desktop,North America,11-50,1.251,4.48,True,True,Paid,Starter,2025-01-27,19
U102399,2025-01-27,Referral,Ops Manager,Desktop,North America,1-10,1.826,10.0,True,True,Paid,Growth,2025-02-03,59
U101674,2025-01-27,Referral,Founder,Desktop,North America,1-10,1.656,13.27,True,True,Paid,Starter,2025-01-27,19
U104653,2025-01-27,Organic Search,Ops Manager,Desktop,Europe,1-10,1.295,16.04,True,True,Paid,Starter,2025-01-30,19
U103788,2025-01-27,Organic Search,Founder,Desktop,Europe,1-10,1.274,10.34,True,True,Paid,Scale,2025-02-02,149
U101040,2025-01-27,Social,Founder,Desktop,North America,1-10,1.053,18.47,True,True,Paid,Growth,2025-01-31,59
U103495,2025-01-28,Organic Search,Ops Manager,Desktop,LATAM,1-10,1.643,8.6,True,True,Paid,Growth,2025-01-31,59
U103236,2025-01-28,Paid Search,Founder,Desktop,APAC,11-50,1.061,24.65,True,True,Paid,Growth,2025-02-02,59
U104678,2025-01-28,Referral,Marketing Team,Desktop,APAC,1000+,1.331,23.79,True,True,Paid,Starter,2025-02-03,19
U105664,2025-01-28,Referral,Founder,Mobile,APAC,1-10,1.859,5.42,True,True,Paid,Starter,2025-02-02,19
U106394,2025-01-29,Paid Search,Founder,Desktop,LATAM,1-10,1.306,1.65,True,True,Paid,Starter,2025-01-29,19
U106663,2025-01-29,Referral,Founder,Mobile,LATAM,1-10,1.492,17.02,True,True,Paid,Starter,2025-01-31,19
U101189,2025-01-29,Paid Search,Founder,Desktop,North America,11-50,0.996,40.32,True,True,Paid,Scale,2025-01-29,149
U108348,2025-01-30,Paid Search,Founder,Desktop,Europe,51-200,1.31,20.48,True,True,Paid,Growth,2025-02-03,59
U106855,2025-01-30,Referral,Ops Manager,Desktop,North America,1-10,2.05,15.89,True,True,Paid,Growth,2025-02-02,59
U105363,2025-01-30,Partnership,Founder,Tablet,North America,51-200,1.405,1.49,True,True,Paid,Growth,2025-02-06,59
U107912,2025-01-30,Organic Search,Founder,Desktop,MEA,11-50,0.821,17.14,True,True,Paid,Starter,2025-02-07,19
U107624,2025-01-30,Partnership,Ops Manager,Desktop,Europe,51-200,1.507,5.17,True,True,Paid,Scale,2025-02-05,149
U104079,2025-02-02,Referral,Founder,Desktop,LATAM,1-10,1.623,21.52,True,True,Paid,Growth,2025-02-02,59
U104388,2025-02-02,Referral,Sales Team,Desktop,Europe,1-10,1.602,5.81,True,True,Paid,Starter,2025-02-09,19
U101904,2025-02-02,Partnership,Sales Team,Desktop,North America,11-50,0.952,14.57,True,True,Paid,Growth,2025-02-08,59
U102209,2025-02-02,Partnership,Ops Manager,Desktop,APAC,11-50,1.62,3.63,True,True,Paid,Starter,2025-02-08,19
U107965,2025-02-03,Content,Founder,Desktop,Europe,1-10,1.02,14.53,True,True,Paid,Starter,2025-02-09,19
U102957,2025-02-03,Organic Search,Ops Manager,Mobile,Europe,201-1000,0.998,55.35,True,True,Paid,Starter,2025-02-06,19
U102442,2025-02-03,Partnership,Ops Manager,Desktop,Europe,1-10,1.8,7.07,True,True,Paid,Starter,2025-02-09,19
U103806,2025-02-03,Paid Search,Founder,Desktop,North America,11-50,1.328,18.89,True,True,Paid,Growth,2025-02-11,59
U100927,2025-02-03,Partnership,Founder,Mobile,North America,1-10,1.623,8.49,True,True,Paid,Starter,2025-02-03,19
U104374,2025-02-04,Organic Search,Sales Team,Desktop,MEA,11-50,1.371,8.24,True,True,Paid,Starter,2025-02-06,19
U106836,2025-02-04,Referral,Marketing Team,Desktop,Europe,11-50,1.179,5.86,True,True,Paid,Growth,2025-02-11,59
U101661,2025-02-04,Referral,Founder,Desktop,Europe,201-1000,1.549,10.53,True,True,Paid,Growth,2025-02-05,59
U100798,2025-02-04,Organic Search,Founder,Desktop,LATAM,1-10,1.429,10.96,True,True,Paid,Starter,2025-02-10,19
U100084,2025-02-05,Referral,Founder,Desktop,North America,11-50,1.372,11.04,True,True,Paid,Growth,2025-02-07,59
U104997,2025-02-05,Referral,Sales Team,Desktop,APAC,1-10,1.427,2.61,True,True,Paid,Growth,2025-02-06,59
U107367,2025-02-05,Organic Search,Founder,Desktop,Europe,11-50,1.337,17.11,True,True,Paid,Starter,2025-02-09,19
U103142,2025-02-06,Partnership,Ops Manager,Desktop,APAC,1-10,1.557,5.13,True,True,Paid,Growth,2025-02-14,59
U102548,2025-02-06,Organic Search,Ops Manager,Tablet,APAC,11-50,1.387,10.58,True,True,Paid,Starter,2025-02-09,19
U108385,2025-02-06,Social,Founder,Desktop,APAC,1000+,1.155,8.73,True,True,Paid,Starter,2025-02-14,19
U105878,2025-02-07,Social,Founder,Desktop,North America,51-200,0.801,25.32,True,True,Paid,Growth,2025-02-07,59
U105279,2025-02-07,Organic Search,Sales Team,Mobile,LATAM,51-200,1.038,12.69,True,True,Paid,Starter,2025-02-12,19
U107868,2025-02-08,Paid Search,Ops Manager,Desktop,North America,1-10,1.226,21.33,True,True,Paid,Growth,2025-02-08,59
U102970,2025-02-08,Paid Search,Ops Manager,Desktop,Europe,1-10,1.108,4.84,True,True,Paid,Growth,2025-02-11,59
U104070,2025-02-08,Referral,Founder,Desktop,North America,11-50,1.712,3.41,True,True,Paid,Starter,2025-02-09,19
U103685,2025-02-08,Referral,Ops Manager,Desktop,North America,11-50,1.768,12.36,True,True,Paid,Growth,2025-02-16,59
U105747,2025-02-08,Paid Search,Founder,Desktop,LATAM,11-50,1.049,12.89,True,True,Paid,Starter,2025-02-09,19
U103168,2025-02-09,Referral,Founder,Desktop,LATAM,1-10,1.606,6.96,True,True,Paid,Scale,2025-02-12,149
U102204,2025-02-09,Content,Founder,Mobile,North America,1-10,1.083,31.17,True,True,Paid,Starter,2025-02-12,19
U102078,2025-02-09,Social,Sales Team,Desktop,APAC,11-50,1.175,17.11,True,True,Paid,Scale,2025-02-17,149
U105038,2025-02-10,Partnership,Ops Manager,Desktop,North America,11-50,1.582,13.13,True,True,Paid,Starter,2025-02-12,19
U101597,2025-02-10,Organic Search,Ops Manager,Desktop,North America,201-1000,1.485,2.43,True,True,Paid,Scale,2025-02-15,149
U106816,2025-02-10,Organic Search,Ops Manager,Desktop,North America,11-50,0.994,14.58,True,True,Paid,Growth,2025-02-11,59
U107779,2025-02-12,Paid Search,Ops Manager,Mobile,North America,11-50,0.957,11.8,True,True,Paid,Starter,2025-02-14,19
U100213,2025-02-12,Paid Search,Ops Manager,Desktop,Europe,1-10,1.294,12.22,True,True,Paid,Starter,2025-02-16,19
U101512,2025-02-12,Referral,Marketing Team,Desktop,LATAM,11-50,1.234,29.76,True,True,Paid,Starter,2025-02-15,19
U104325,2025-02-12,Content,Ops Manager,Tablet,North America,11-50,1.01,53.13,True,True,Paid,Starter,2025-02-18,19
U106418,2025-02-12,Organic Search,Student / Hobby,Desktop,North America,51-200,0.979,15.74,True,True,Paid,Growth,2025-02-16,59
U104201,2025-02-13,Partnership,Ops Manager,Desktop,North America,1-10,1.582,11.13,True,True,Paid,Starter,2025-02-16,19
U100970,2025-02-13,Referral,Founder,Desktop,Europe,201-1000,1.791,13.01,True,True,Paid,Growth,2025-02-18,59
U106252,2025-02-13,Partnership,Founder,Desktop,APAC,51-200,1.606,7.86,True,True,Paid,Starter,2025-02-17,19
U100536,2025-02-14,Content,Ops Manager,Desktop,North America,1-10,1.567,17.78,True,True,Paid,Starter,2025-02-19,19
U108081,2025-02-14,Organic Search,Founder,Desktop,North America,201-1000,1.559,19.77,True,True,Paid,Starter,2025-02-14,19
U107410,2025-02-14,Referral,Founder,Desktop,Europe,1000+,1.489,7.6,True,True,Paid,Growth,2025-02-14,59
U105154,2025-02-16,Paid Search,Ops Manager,Desktop,APAC,11-50,0.99,11.34,True,True,Paid,Growth,2025-02-18,59
U101722,2025-02-16,Referral,Ops Manager,Mobile,Europe,1-10,1.651,2.22,True,True,Paid,Growth,2025-02-21,59
U105882,2025-02-17,Organic Search,Sales Team,Desktop,North America,201-1000,1.139,16.77,True,True,Paid,Starter,2025-02-19,19
U101811,2025-02-17,Organic Search,Ops Manager,Tablet,North America,1-10,1.388,42.14,True,True,Paid,Starter,2025-02-18,19
U104951,2025-02-18,Referral,Ops Manager,Desktop,North America,11-50,1.882,13.41,True,True,Paid,Starter,2025-02-20,19
U105646,2025-02-18,Paid Search,Ops Manager,Mobile,North America,201-1000,0.896,16.39,True,True,Paid,Growth,2025-02-19,59
U101555,2025-02-20,Organic Search,Ops Manager,Desktop,APAC,1-10,1.743,7.6,True,True,Paid,Growth,2025-02-20,59
U102100,2025-02-20,Social,Ops Manager,Desktop,North America,1-10,0.899,35.41,True,True,Paid,Growth,2025-02-21,59
U104964,2025-02-21,Content,Ops Manager,Desktop,APAC,11-50,1.334,11.3,True,True,Paid,Starter,2025-02-24,19
U102406,2025-02-22,Paid Search,Ops Manager,Mobile,Europe,51-200,1.335,8.82,True,True,Paid,Starter,2025-02-25,19
U105333,2025-02-22,Organic Search,Founder,Mobile,Europe,11-50,1.552,8.54,True,True,Paid,Growth,2025-02-23,59
U101785,2025-02-22,Organic Search,Ops Manager,Desktop,North America,201-1000,1.24,4.3,True,True,Paid,Growth,2025-03-01,59
U100909,2025-02-23,Referral,Founder,Desktop,APAC,201-1000,1.876,16.33,True,True,Paid,Growth,2025-02-25,59
U102374,2025-02-23,Referral,Ops Manager,Desktop,APAC,11-50,1.547,30.42,True,True,Paid,Starter,2025-02-26,19
U101173,2025-02-24,Content,Sales Team,Mobile,North America,1000+,1.336,5.12,True,True,Paid,Starter,2025-03-04,19
U101063,2025-02-24,Organic Search,Ops Manager,Desktop,APAC,51-200,1.361,9.94,True,True,Paid,Growth,2025-02-27,59
U107873,2025-02-25,Content,Marketing Team,Desktop,Europe,1-10,1.306,9.36,True,True,Paid,Starter,2025-03-04,19
U103757,2025-02-25,Paid Search,Marketing Team,Desktop,North America,51-200,1.026,7.58,True,True,Paid,Growth,2025-03-02,59
U102779,2025-02-25,Referral,Sales Team,Mobile,Europe,11-50,1.213,49.27,True,True,Paid,Starter,2025-02-25,19
U104048,2025-02-26,Organic Search,Ops Manager,Desktop,APAC,1-10,1.214,11.07,True,True,Paid,Starter,2025-02-28,19
U106464,2025-02-26,Referral,Sales Team,Mobile,MEA,51-200,1.336,11.62,True,True,Paid,Starter,2025-02-26,19
U106620,2025-02-27,Referral,Sales Team,Desktop,Europe,201-1000,1.601,6.88,True,True,Paid,Growth,2025-02-27,59
U106282,2025-02-27,Referral,Sales Team,Desktop,North America,1000+,1.535,5.85,True,True,Paid,Growth,2025-02-28,59
U101877,2025-02-27,Paid Search,Founder,Desktop,North America,1-10,1.278,24.87,True,True,Paid,Growth,2025-03-01,59
U102838,2025-02-27,Organic Search,Marketing Team,Desktop,North America,51-200,0.924,27.14,True,True,Paid,Starter,2025-02-27,19
U102735,2025-02-28,Referral,Ops Manager,Desktop,LATAM,201-1000,1.392,10.11,True,True,Paid,Growth,2025-02-28,59
U103015,2025-03-01,Referral,Sales Team,Desktop,Europe,201-1000,1.364,8.19,True,True,Paid,Starter,2025-03-02,19
U107329,2025-03-01,Paid Search,Ops Manager,Desktop,Europe,1-10,1.201,9.16,True,True,Paid,Growth,2025-03-03,59
U102073,2025-03-01,Content,Founder,Desktop,Europe,11-50,1.084,7.31,True,True,Paid,Growth,2025-03-09,59
U102817,2025-03-02,Content,Ops Manager,Desktop,North America,11-50,1.64,13.58,True,True,Paid,Growth,2025-03-10,59
U105525,2025-03-02,Organic Search,Founder,Desktop,North America,51-200,1.213,27.42,True,True,Paid,Starter,2025-03-07,19
U107749,2025-03-03,Paid Search,Ops Manager,Desktop,North America,1-10,1.026,41.19,True,True,Paid,Scale,2025-03-10,149
U101858,2025-03-03,Partnership,Founder,Desktop,North America,11-50,1.454,3.3,True,True,Paid,Growth,2025-03-06,59
U102344,2025-03-03,Content,Ops Manager,Mobile,Europe,1-10,1.305,10.92,True,True,Paid,Scale,2025-03-09,149
U103315,2025-03-04,Paid Search,Founder,Desktop,North America,201-1000,0.931,3.1,True,True,Paid,Starter,2025-03-06,19
U103590,2025-03-04,Paid Search,Sales Team,Mobile,North America,11-50,0.925,31.63,True,True,Paid,Growth,2025-03-07,59
U103339,2025-03-04,Referral,Sales Team,Desktop,MEA,51-200,1.685,11.18,True,True,Paid,Starter,2025-03-04,19
U105872,2025-03-04,Referral,Ops Manager,Desktop,North America,51-200,1.801,14.63,True,True,Paid,Starter,2025-03-11,19
U104706,2025-03-05,Content,Sales Team,Desktop,APAC,51-200,1.388,8.17,True,True,Paid,Starter,2025-03-06,19
U100077,2025-03-05,Partnership,Ops Manager,Desktop,North America,51-200,1.177,16.98,True,True,Paid,Starter,2025-03-12,19
U102408,2025-03-05,Organic Search,Founder,Desktop,Europe,1-10,1.791,4.81,True,True,Paid,Starter,2025-03-12,19
U101871,2025-03-07,Paid Search,Marketing Team,Tablet,Europe,11-50,0.925,13.11,True,True,Paid,Starter,2025-03-09,19
U101026,2025-03-07,Referral,Ops Manager,Desktop,Europe,51-200,1.716,9.72,True,True,Paid,Growth,2025-03-08,59
U100068,2025-03-07,Referral,Ops Manager,Desktop,North America,1-10,1.787,23.22,True,True,Paid,Growth,2025-03-14,59
U101671,2025-03-07,Paid Search,Founder,Desktop,Europe,1-10,1.244,26.01,True,True,Paid,Growth,2025-03-09,59
U102294,2025-03-08,Referral,Sales Team,Desktop,North America,11-50,1.593,21.7,True,True,Paid,Growth,2025-03-16,59
U100263,2025-03-08,Organic Search,Founder,Desktop,Europe,1-10,1.207,19.0,True,True,Paid,Starter,2025-03-16,19
U107315,2025-03-09,Content,Founder,Mobile,North America,1-10,1.07,4.22,True,True,Paid,Scale,2025-03-11,149
U101217,2025-03-09,Referral,Founder,Desktop,APAC,1-10,1.833,1.54,True,True,Paid,Starter,2025-03-13,19
U106650,2025-03-09,Referral,Ops Manager,Desktop,North America,51-200,1.523,6.92,True,True,Paid,Starter,2025-03-09,19
U105881,2025-03-09,Content,Sales Team,Mobile,North America,11-50,1.283,5.88,True,True,Paid,Scale,2025-03-15,149
U100878,2025-03-10,Referral,Founder,Desktop,North America,1-10,1.719,10.71,True,True,Paid,Starter,2025-03-16,19
U102764,2025-03-10,Content,Marketing Team,Desktop,Europe,11-50,1.089,19.59,True,True,Paid,Growth,2025-03-12,59
U106393,2025-03-10,Organic Search,Sales Team,Desktop,APAC,1-10,1.288,14.75,True,True,Paid,Growth,2025-03-15,59
U101464,2025-03-11,Referral,Ops Manager,Desktop,APAC,51-200,1.731,16.45,True,True,Paid,Starter,2025-03-13,19
U102238,2025-03-11,Referral,Ops Manager,Mobile,APAC,1000+,1.803,8.12,True,True,Paid,Starter,2025-03-19,19
U103994,2025-03-11,Referral,Founder,Desktop,Europe,11-50,2.059,0.67,True,True,Paid,Growth,2025-03-18,59
U107090,2025-03-12,Partnership,Ops Manager,Mobile,LATAM,201-1000,1.884,5.76,True,True,Paid,Starter,2025-03-19,19
U105170,2025-03-13,Referral,Ops Manager,Desktop,MEA,1-10,1.696,4.33,True,True,Paid,Growth,2025-03-15,59
U103437,2025-03-13,Organic Search,Founder,Desktop,North America,1-10,1.552,11.26,True,True,Paid,Growth,2025-03-19,59
U101761,2025-03-13,Referral,Ops Manager,Desktop,North America,51-200,1.693,14.85,True,True,Paid,Starter,2025-03-21,19
U107098,2025-03-14,Organic Search,Ops Manager,Desktop,MEA,11-50,1.396,19.98,True,True,Paid,Starter,2025-03-22,19
U102587,2025-03-14,Paid Search,Founder,Desktop,Europe,11-50,0.936,18.82,True,True,Paid,Starter,2025-03-20,19
U102484,2025-03-15,Content,Ops Manager,Tablet,North America,1-10,1.214,53.63,True,True,Paid,Scale,2025-03-16,149
U107101,2025-03-15,Organic Search,Sales Team,Desktop,Europe,1-10,1.282,9.15,True,True,Paid,Starter,2025-03-23,19
U106844,2025-03-15,Paid Search,Founder,Desktop,Europe,1-10,1.265,17.8,True,True,Paid,Starter,2025-03-19,19
U106525,2025-03-16,Content,Ops Manager,Desktop,LATAM,11-50,1.45,17.03,True,True,Paid,Growth,2025-03-16,59
U100656,2025-03-17,Organic Search,Marketing Team,Desktop,North America,1-10,1.248,13.73,True,True,Paid,Growth,2025-03-20,59
U105313,2025-03-17,Referral,Ops Manager,Desktop,North America,1-10,1.582,6.12,True,True,Paid,Growth,2025-03-20,59
U103687,2025-03-17,Organic Search,Founder,Desktop,APAC,1-10,1.693,14.23,True,True,Paid,Growth,2025-03-21,59
U104304,2025-03-18,Referral,Ops Manager,Desktop,Europe,1-10,1.931,9.26,True,True,Paid,Scale,2025-03-25,149
U102798,2025-03-18,Referral,Ops Manager,Desktop,APAC,1-10,1.966,8.62,True,True,Paid,Growth,2025-03-25,59
U106779,2025-03-19,Paid Search,Ops Manager,Desktop,Europe,51-200,1.119,20.31,True,True,Paid,Growth,2025-03-25,59
U100022,2025-03-19,Referral,Marketing Team,Desktop,MEA,1-10,1.319,13.47,True,True,Paid,Starter,2025-03-22,19
U105767,2025-03-19,Organic Search,Sales Team,Desktop,North America,51-200,0.717,12.29,True,True,Paid,Growth,2025-03-22,59
U104212,2025-03-19,Paid Search,Founder,Tablet,North America,51-200,0.827,25.56,True,True,Paid,Growth,2025-03-21,59
U107184,2025-03-19,Content,Ops Manager,Desktop,APAC,1-10,1.236,26.66,True,True,Paid,Growth,2025-03-22,59
U106153,2025-03-19,Referral,Ops Manager,Desktop,MEA,1-10,1.278,14.22,True,True,Paid,Growth,2025-03-26,59
U102393,2025-03-20,Referral,Ops Manager,Desktop,Europe,1-10,1.83,14.54,True,True,Paid,Growth,2025-03-21,59
U103617,2025-03-21,Organic Search,Sales Team,Desktop,North America,1-10,0.99,26.67,True,True,Paid,Starter,2025-03-25,19
U100315,2025-03-21,Partnership,Ops Manager,Mobile,Europe,11-50,1.219,20.03,True,True,Paid,Starter,2025-03-22,19
U105680,2025-03-22,Organic Search,Sales Team,Desktop,North America,11-50,1.356,16.6,True,True,Paid,Starter,2025-03-30,19
U108276,2025-03-23,Referral,Founder,Desktop,Europe,1-10,1.392,8.71,True,True,Paid,Growth,2025-03-28,59
